ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       644
トリガ点,         0
開始時刻,2021-07-31,13:42:13
終了時刻,2021-07-31,13:52:56
トリガ時刻,2021-07-31,13:42:13
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,13:42:13,     0,- 0.043,- 0.065,LLLL,LLLL
         2,2021/7/31,13:42:14,     0,- 0.023,- 0.032,LLLL,LLLL
         3,2021/7/31,13:42:15,     0,+ 0.031,- 0.051,LLLL,LLLL
         4,2021/7/31,13:42:16,     0,- 0.052,- 0.037,LLLL,LLLL
         5,2021/7/31,13:42:17,     0,- 0.043,- 0.059,LLLL,LLLL
         6,2021/7/31,13:42:18,     0,- 0.042,- 0.088,LLLL,LLLL
         7,2021/7/31,13:42:19,     0,- 0.006,- 0.034,LLLL,LLLL
         8,2021/7/31,13:42:20,     0,- 0.032,- 0.057,LLLL,LLLL
         9,2021/7/31,13:42:21,     0,- 0.032,- 0.050,LLLL,LLLL
        10,2021/7/31,13:42:22,     0,- 0.040,- 0.071,LLLL,LLLL
        11,2021/7/31,13:42:23,     0,- 0.037,- 0.071,LLLL,LLLL
        12,2021/7/31,13:42:24,     0,- 0.034,- 0.076,LLLL,LLLL
        13,2021/7/31,13:42:25,     0,- 0.046,- 0.058,LLLL,LLLL
        14,2021/7/31,13:42:26,     0,- 0.030,+ 0.117,LLLL,LLLL
        15,2021/7/31,13:42:27,     0,- 0.005,- 0.190,LLLL,LLLL
        16,2021/7/31,13:42:28,     0,+ 0.022,- 0.109,LLLL,LLLL
        17,2021/7/31,13:42:29,     0,- 0.139,- 0.093,LLLL,LLLL
        18,2021/7/31,13:42:30,     0,+ 0.014,- 0.002,LLLL,LLLL
        19,2021/7/31,13:42:31,     0,+ 0.041,- 0.080,LLLL,LLLL
        20,2021/7/31,13:42:32,     0,- 0.210,+ 0.004,LLLL,LLLL
        21,2021/7/31,13:42:33,     0,+ 0.078,- 0.182,LLLL,LLLL
        22,2021/7/31,13:42:34,     0,- 0.042,+ 0.024,LLLL,LLLL
        23,2021/7/31,13:42:35,     0,+ 0.005,- 0.005,LLLL,LLLL
        24,2021/7/31,13:42:36,     0,- 0.099,+ 0.046,LLLL,LLLL
        25,2021/7/31,13:42:37,     0,- 0.095,+ 0.319,LLLL,LLLL
        26,2021/7/31,13:42:38,     0,+ 0.082,- 0.096,LLLL,LLLL
        27,2021/7/31,13:42:39,     0,- 0.094,- 0.131,LLLL,LLLL
        28,2021/7/31,13:42:40,     0,- 0.027,+ 0.041,LLLL,LLLL
        29,2021/7/31,13:42:41,     0,+ 0.042,- 0.018,LLLL,LLLL
        30,2021/7/31,13:42:42,     0,- 0.082,+ 0.040,LLLL,LLLL
        31,2021/7/31,13:42:43,     0,- 0.072,- 0.157,LLLL,LLLL
        32,2021/7/31,13:42:44,     0,- 0.110,+ 0.055,LLLL,LLLL
        33,2021/7/31,13:42:45,     0,+ 0.058,- 0.028,LLLL,LLLL
        34,2021/7/31,13:42:46,     0,- 0.182,- 0.019,LLLL,LLLL
        35,2021/7/31,13:42:47,     0,- 0.009,+ 0.026,LLLL,LLLL
        36,2021/7/31,13:42:48,     0,- 0.152,- 0.169,LLLL,LLLL
        37,2021/7/31,13:42:49,     0,- 0.090,- 0.101,LLLL,LLLL
        38,2021/7/31,13:42:50,     0,- 0.194,- 0.193,LLLL,LLLL
        39,2021/7/31,13:42:51,     0,- 0.127,- 0.247,LLLL,LLLL
        40,2021/7/31,13:42:52,     0,- 0.190,- 0.034,LLLL,LLLL
        41,2021/7/31,13:42:53,     0,- 0.231,- 0.053,LLLL,LLLL
        42,2021/7/31,13:42:54,     0,+ 0.041,+ 0.053,LLLL,LLLL
        43,2021/7/31,13:42:55,     0,+ 0.081,- 0.002,LLLL,LLLL
        44,2021/7/31,13:42:56,     0,- 0.112,- 0.054,LLLL,LLLL
        45,2021/7/31,13:42:57,     0,- 0.044,- 0.050,LLLL,LLLL
        46,2021/7/31,13:42:58,     0,+ 0.021,- 0.061,LLLL,LLLL
        47,2021/7/31,13:42:59,     0,- 0.191,+ 0.036,LLLL,LLLL
        48,2021/7/31,13:43:00,     0,+ 0.043,- 0.272,LLLL,LLLL
        49,2021/7/31,13:43:01,     0,+ 0.070,- 0.058,LLLL,LLLL
        50,2021/7/31,13:43:02,     0,+ 0.006,+ 0.076,LLLL,LLLL
        51,2021/7/31,13:43:03,     0,- 0.127,- 0.010,LLLL,LLLL
        52,2021/7/31,13:43:04,     0,- 0.015,+ 0.045,LLLL,LLLL
        53,2021/7/31,13:43:05,     0,- 0.096,- 0.245,LLLL,LLLL
        54,2021/7/31,13:43:06,     0,- 0.217,+ 0.058,LLLL,LLLL
        55,2021/7/31,13:43:07,     0,+ 0.006,+ 0.006,LLLL,LLLL
        56,2021/7/31,13:43:08,     0,- 0.121,+ 0.106,LLLL,LLLL
        57,2021/7/31,13:43:09,     0,- 0.053,- 0.066,LLLL,LLLL
        58,2021/7/31,13:43:10,     0,- 0.183,- 0.265,LLLL,LLLL
        59,2021/7/31,13:43:11,     0,- 0.106,- 0.122,LLLL,LLLL
        60,2021/7/31,13:43:12,     0,- 0.017,- 0.099,LLLL,LLLL
        61,2021/7/31,13:43:13,     0,- 0.003,+ 0.061,LLLL,LLLL
        62,2021/7/31,13:43:14,     0,- 0.025,- 0.160,LLLL,LLLL
        63,2021/7/31,13:43:15,     0,- 0.128,- 0.175,LLLL,LLLL
        64,2021/7/31,13:43:16,     0,- 0.173,+ 0.169,LLLL,LLLL
        65,2021/7/31,13:43:17,     0,+ 0.206,- 0.133,LLLL,LLLL
        66,2021/7/31,13:43:18,     0,- 0.138,- 0.218,LLLL,LLLL
