ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       701
トリガ点,         0
開始時刻,2021-07-31,14:50:59
終了時刻,2021-07-31,15:02:40
トリガ時刻,2021-07-31,14:50:59
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,14:50:59,     0,- 0.066,- 0.113,LLLL,LLLL
         2,2021/7/31,14:51:00,     0,- 0.075,- 0.104,LLLL,LLLL
         3,2021/7/31,14:51:01,     0,- 0.030,- 0.136,LLLL,LLLL
         4,2021/7/31,14:51:02,     0,- 0.060,- 0.132,LLLL,LLLL
         5,2021/7/31,14:51:03,     0,- 0.085,- 0.121,LLLL,LLLL
         6,2021/7/31,14:51:04,     0,- 0.087,- 0.133,LLLL,LLLL
         7,2021/7/31,14:51:05,     0,- 0.061,- 0.127,LLLL,LLLL
         8,2021/7/31,14:51:06,     0,- 0.061,- 0.126,LLLL,LLLL
         9,2021/7/31,14:51:07,     0,- 0.089,- 0.125,LLLL,LLLL
        10,2021/7/31,14:51:08,     0,- 0.082,- 0.126,LLLL,LLLL
        11,2021/7/31,14:51:09,     0,- 0.066,- 0.128,LLLL,LLLL
        12,2021/7/31,14:51:10,     0,- 0.084,- 0.113,LLLL,LLLL
        13,2021/7/31,14:51:11,     0,- 0.084,- 0.112,LLLL,LLLL
        14,2021/7/31,14:51:12,     0,- 0.081,- 0.136,LLLL,LLLL
        15,2021/7/31,14:51:13,     0,- 0.043,- 0.134,LLLL,LLLL
        16,2021/7/31,14:51:14,     0,- 0.149,- 0.151,LLLL,LLLL
        17,2021/7/31,14:51:15,     0,+ 0.017,- 0.118,LLLL,LLLL
        18,2021/7/31,14:51:16,     0,- 0.118,- 0.136,LLLL,LLLL
        19,2021/7/31,14:51:17,     0,+ 0.062,+ 0.034,LLLL,LLLL
        20,2021/7/31,14:51:18,     0,- 0.045,+ 0.063,LLLL,LLLL
        21,2021/7/31,14:51:19,     0,- 0.382,- 0.354,LLLL,LLLL
        22,2021/7/31,14:51:20,     0,- 0.292,+ 0.141,LLLL,LLLL
        23,2021/7/31,14:51:21,     0,- 0.091,- 0.140,LLLL,LLLL
        24,2021/7/31,14:51:22,     0,- 0.069,- 0.252,LLLL,LLLL
        25,2021/7/31,14:51:23,     0,- 0.018,- 0.181,LLLL,LLLL
        26,2021/7/31,14:51:24,     0,- 0.196,+ 0.070,LLLL,LLLL
        27,2021/7/31,14:51:25,     0,- 0.095,- 0.106,LLLL,LLLL
        28,2021/7/31,14:51:26,     0,+ 0.105,- 0.230,LLLL,LLLL
        29,2021/7/31,14:51:27,     0,- 0.108,- 0.055,LLLL,LLLL
        30,2021/7/31,14:51:28,     0,- 0.164,- 0.152,LLLL,LLLL
        31,2021/7/31,14:51:29,     0,- 0.150,+ 0.062,LLLL,LLLL
        32,2021/7/31,14:51:30,     0,- 0.009,- 0.039,LLLL,LLLL
        33,2021/7/31,14:51:31,     0,+ 0.127,- 0.381,LLLL,LLLL
        34,2021/7/31,14:51:32,     0,- 0.174,- 0.289,LLLL,LLLL
        35,2021/7/31,14:51:33,     0,+ 0.087,+ 0.015,LLLL,LLLL
        36,2021/7/31,14:51:34,     0,+ 0.200,+ 0.101,LLLL,LLLL
        37,2021/7/31,14:51:35,     0,- 0.169,- 0.090,LLLL,LLLL
        38,2021/7/31,14:51:36,     0,- 0.327,- 0.435,LLLL,LLLL
        39,2021/7/31,14:51:37,     0,+ 0.059,- 0.082,LLLL,LLLL
        40,2021/7/31,14:51:38,     0,- 0.197,- 0.030,LLLL,LLLL
        41,2021/7/31,14:51:39,     0,+ 0.019,+ 0.035,LLLL,LLLL
        42,2021/7/31,14:51:40,     0,- 0.020,- 0.213,LLLL,LLLL
        43,2021/7/31,14:51:41,     0,- 0.299,- 0.200,LLLL,LLLL
        44,2021/7/31,14:51:42,     0,- 0.166,+ 0.100,LLLL,LLLL
        45,2021/7/31,14:51:43,     0,- 0.109,- 0.228,LLLL,LLLL
        46,2021/7/31,14:51:44,     0,- 0.045,- 0.188,LLLL,LLLL
        47,2021/7/31,14:51:45,     0,- 0.124,- 0.065,LLLL,LLLL
        48,2021/7/31,14:51:46,     0,- 0.045,+ 0.161,LLLL,LLLL
        49,2021/7/31,14:51:47,     0,- 0.100,+ 0.045,LLLL,LLLL
        50,2021/7/31,14:51:48,     0,- 0.070,- 0.145,LLLL,LLLL
        51,2021/7/31,14:51:49,     0,- 0.222,- 0.006,LLLL,LLLL
        52,2021/7/31,14:51:50,     0,- 0.055,- 0.260,LLLL,LLLL
        53,2021/7/31,14:51:51,     0,- 0.203,- 0.055,LLLL,LLLL
        54,2021/7/31,14:51:52,     0,+ 0.082,- 0.158,LLLL,LLLL
        55,2021/7/31,14:51:53,     0,- 0.389,+ 0.015,LLLL,LLLL
        56,2021/7/31,14:51:54,     0,- 0.037,- 0.391,LLLL,LLLL
        57,2021/7/31,14:51:55,     0,- 0.151,- 0.096,LLLL,LLLL
        58,2021/7/31,14:51:56,     0,+ 0.030,- 0.084,LLLL,LLLL
        59,2021/7/31,14:51:57,     0,- 0.184,+ 0.020,LLLL,LLLL
        60,2021/7/31,14:51:58,     0,- 0.229,- 0.131,LLLL,LLLL
        61,2021/7/31,14:51:59,     0,+ 0.139,- 0.268,LLLL,LLLL
        62,2021/7/31,14:52:00,     0,+ 0.320,- 0.091,LLLL,LLLL
        63,2021/7/31,14:52:01,     0,- 0.077,+ 0.144,LLLL,LLLL
        64,2021/7/31,14:52:02,     0,+ 0.164,+ 0.015,LLLL,LLLL
        65,2021/7/31,14:52:03,     0,- 0.035,- 0.256,LLLL,LLLL
        66,2021/7/31,14:52:04,     0,- 0.347,+ 0.225,LLLL,LLLL
        67,2021/7/31,14:52:05,     0,- 0.042,- 0.236,LLLL,LLLL
        68,2021/7/31,14:52:06,     0,- 0.083,- 0.155,LLLL,LLLL
        69,2021/7/31,14:52:07,     0,- 0.260,- 0.216,LLLL,LLLL
        70,2021/7/31,14:52:08,     0,- 0.236,- 0.209,LLLL,LLLL
        71,2021/7/31,14:52:09,     0,- 0.058,+ 0.127,LLLL,LLLL
        72,2021/7/31,14:52:10,     0,- 0.392,- 0.230,LLLL,LLLL
        73,2021/7/31,14:52:11,     0,- 0.211,+ 0.134,LLLL,LLLL
        74,2021/7/31,14:52:12,     0,+ 0.064,- 0.315,LLLL,LLLL
        75,2021/7/31,14:52:13,     0,- 0.215,- 0.189,LLLL,LLLL
        76,2021/7/31,14:52:14,     0,- 0.218,- 0.036,LLLL,LLLL
        77,2021/7/31,14:52:15,     0,- 0.172,- 0.346,LLLL,LLLL
        78,2021/7/31,14:52:16,     0,+ 0.053,- 0.465,LLLL,LLLL
        79,2021/7/31,14:52:17,     0,- 0.179,- 0.063,LLLL,LLLL
        80,2021/7/31,14:52:18,     0,- 0.234,- 0.070,LLLL,LLLL
        81,2021/7/31,14:52:19,     0,- 0.081,- 0.238,LLLL,LLLL
        82,2021/7/31,14:52:20,     0,- 0.246,- 0.192,LLLL,LLLL
        83,2021/7/31,14:52:21,     0,- 0.198,+ 0.118,LLLL,LLLL
        84,2021/7/31,14:52:22,     0,+ 0.048,+ 0.037,LLLL,LLLL
        85,2021/7/31,14:52:23,     0,+ 0.069,- 0.184,LLLL,LLLL
        86,2021/7/31,14:52:24,     0,- 0.063,+ 0.032,LLLL,LLLL
        87,2021/7/31,14:52:25,     0,- 0.113,- 0.185,LLLL,LLLL
        88,2021/7/31,14:52:26,     0,- 0.180,- 0.014,LLLL,LLLL
        89,2021/7/31,14:52:27,     0,- 0.062,- 0.660,LLLL,LLLL
        90,2021/7/31,14:52:28,     0,- 0.170,- 0.302,LLLL,LLLL
        91,2021/7/31,14:52:29,     0,- 0.077,- 0.242,LLLL,LLLL
        92,2021/7/31,14:52:30,     0,- 0.180,- 0.178,LLLL,LLLL
        93,2021/7/31,14:52:31,     0,+ 0.012,- 0.012,LLLL,LLLL
        94,2021/7/31,14:52:32,     0,- 0.308,- 0.271,LLLL,LLLL
        95,2021/7/31,14:52:33,     0,- 0.211,- 0.034,LLLL,LLLL
        96,2021/7/31,14:52:34,     0,- 0.009,- 0.090,LLLL,LLLL
        97,2021/7/31,14:52:35,     0,+ 0.050,- 0.107,LLLL,LLLL
        98,2021/7/31,14:52:36,     0,- 0.183,- 0.167,LLLL,LLLL
        99,2021/7/31,14:52:37,     0,- 0.320,- 0.168,LLLL,LLLL
       100,2021/7/31,14:52:38,     0,+ 0.135,- 0.332,LLLL,LLLL
       101,2021/7/31,14:52:39,     0,+ 0.049,- 0.143,LLLL,LLLL
       102,2021/7/31,14:52:40,     0,- 0.241,- 0.287,LLLL,LLLL
       103,2021/7/31,14:52:41,     0,+ 0.063,- 0.020,LLLL,LLLL
       104,2021/7/31,14:52:42,     0,- 0.114,- 0.412,LLLL,LLLL
       105,2021/7/31,14:52:43,     0,- 0.418,+ 0.091,LLLL,LLLL
       106,2021/7/31,14:52:44,     0,- 0.105,- 0.245,LLLL,LLLL
       107,2021/7/31,14:52:45,     0,+ 0.051,- 0.158,LLLL,LLLL
       108,2021/7/31,14:52:46,     0,- 0.141,- 0.326,LLLL,LLLL
       109,2021/7/31,14:52:47,     0,- 0.056,- 0.304,LLLL,LLLL
       110,2021/7/31,14:52:48,     0,- 0.050,+ 0.089,LLLL,LLLL
       111,2021/7/31,14:52:49,     0,- 0.077,- 0.440,LLLL,LLLL
       112,2021/7/31,14:52:50,     0,- 0.176,- 0.114,LLLL,LLLL
       113,2021/7/31,14:52:51,     0,- 0.032,- 0.373,LLLL,LLLL
       114,2021/7/31,14:52:52,     0,- 0.087,- 0.429,LLLL,LLLL
       115,2021/7/31,14:52:53,     0,- 0.015,- 0.276,LLLL,LLLL
       116,2021/7/31,14:52:54,     0,- 0.139,- 0.104,LLLL,LLLL
       117,2021/7/31,14:52:55,     0,- 0.020,- 0.259,LLLL,LLLL
       118,2021/7/31,14:52:56,     0,- 0.319,- 0.082,LLLL,LLLL
       119,2021/7/31,14:52:57,     0,- 0.046,- 0.184,LLLL,LLLL
       120,2021/7/31,14:52:58,     0,- 0.071,- 0.019,LLLL,LLLL
       121,2021/7/31,14:52:59,     0,- 0.217,- 0.203,LLLL,LLLL
       122,2021/7/31,14:53:00,     0,+ 0.004,- 0.310,LLLL,LLLL
       123,2021/7/31,14:53:01,     0,+ 0.047,- 0.057,LLLL,LLLL
       124,2021/7/31,14:53:02,     0,+ 0.083,+ 0.088,LLLL,LLLL
       125,2021/7/31,14:53:03,     0,- 0.028,- 0.118,LLLL,LLLL
       126,2021/7/31,14:53:04,     0,+ 0.030,- 0.134,LLLL,LLLL
       127,2021/7/31,14:53:05,     0,- 0.348,+ 0.164,LLLL,LLLL
       128,2021/7/31,14:53:06,     0,- 0.304,- 0.393,LLLL,LLLL
       129,2021/7/31,14:53:07,     0,- 0.141,- 0.169,LLLL,LLLL
       130,2021/7/31,14:53:08,     0,+ 0.026,- 0.348,LLLL,LLLL
       131,2021/7/31,14:53:09,     0,- 0.257,- 0.335,LLLL,LLLL
       132,2021/7/31,14:53:10,     0,- 0.014,+ 0.082,LLLL,LLLL
       133,2021/7/31,14:53:11,     0,- 0.226,- 0.455,LLLL,LLLL
       134,2021/7/31,14:53:12,     0,- 0.186,- 0.144,LLLL,LLLL
       135,2021/7/31,14:53:13,     0,- 0.057,- 0.126,LLLL,LLLL
       136,2021/7/31,14:53:14,     0,- 0.040,- 0.071,LLLL,LLLL
       137,2021/7/31,14:53:15,     0,- 0.158,- 0.312,LLLL,LLLL
       138,2021/7/31,14:53:16,     0,+ 0.048,+ 0.009,LLLL,LLLL
       139,2021/7/31,14:53:17,     0,+ 0.115,- 0.410,LLLL,LLLL
       140,2021/7/31,14:53:18,     0,- 0.185,+ 0.064,LLLL,LLLL
       141,2021/7/31,14:53:19,     0,- 0.153,- 0.244,LLLL,LLLL
       142,2021/7/31,14:53:20,     0,+ 0.122,- 0.170,LLLL,LLLL
       143,2021/7/31,14:53:21,     0,- 0.173,+ 0.059,LLLL,LLLL
       144,2021/7/31,14:53:22,     0,- 0.144,- 0.070,LLLL,LLLL
       145,2021/7/31,14:53:23,     0,+ 0.175,- 0.285,LLLL,LLLL
       146,2021/7/31,14:53:24,     0,+ 0.009,- 0.116,LLLL,LLLL
       147,2021/7/31,14:53:25,     0,- 0.124,- 0.053,LLLL,LLLL
       148,2021/7/31,14:53:26,     0,- 0.173,- 0.154,LLLL,LLLL
       149,2021/7/31,14:53:27,     0,- 0.226,- 0.096,LLLL,LLLL
       150,2021/7/31,14:53:28,     0,- 0.039,- 0.497,LLLL,LLLL
       151,2021/7/31,14:53:29,     0,- 0.239,- 0.147,LLLL,LLLL
       152,2021/7/31,14:53:30,     0,- 0.112,- 0.415,LLLL,LLLL
       153,2021/7/31,14:53:31,     0,+ 0.024,- 0.112,LLLL,LLLL
       154,2021/7/31,14:53:32,     0,- 0.020,- 0.135,LLLL,LLLL
       155,2021/7/31,14:53:33,     0,- 0.249,- 0.133,LLLL,LLLL
       156,2021/7/31,14:53:34,     0,- 0.052,- 0.263,LLLL,LLLL
       157,2021/7/31,14:53:35,     0,- 0.167,- 0.208,LLLL,LLLL
       158,2021/7/31,14:53:36,     0,- 0.131,- 0.327,LLLL,LLLL
       159,2021/7/31,14:53:37,     0,- 0.197,- 0.362,LLLL,LLLL
       160,2021/7/31,14:53:38,     0,- 0.198,- 0.223,LLLL,LLLL
       161,2021/7/31,14:53:39,     0,+ 0.161,- 0.426,LLLL,LLLL
       162,2021/7/31,14:53:40,     0,- 0.062,- 0.332,LLLL,LLLL
       163,2021/7/31,14:53:41,     0,- 0.133,- 0.241,LLLL,LLLL
       164,2021/7/31,14:53:42,     0,+ 0.015,- 0.137,LLLL,LLLL
       165,2021/7/31,14:53:43,     0,+ 0.176,+ 0.107,LLLL,LLLL
       166,2021/7/31,14:53:44,     0,- 0.346,+ 0.129,LLLL,LLLL
       167,2021/7/31,14:53:45,     0,- 0.023,- 0.400,LLLL,LLLL
       168,2021/7/31,14:53:46,     0,- 0.172,- 0.359,LLLL,LLLL
       169,2021/7/31,14:53:47,     0,- 0.174,- 0.213,LLLL,LLLL
       170,2021/7/31,14:53:48,     0,- 0.336,- 0.158,LLLL,LLLL
       171,2021/7/31,14:53:49,     0,- 0.064,- 0.042,LLLL,LLLL
       172,2021/7/31,14:53:50,     0,- 0.202,- 0.327,LLLL,LLLL
       173,2021/7/31,14:53:51,     0,- 0.235,- 0.175,LLLL,LLLL
       174,2021/7/31,14:53:52,     0,- 0.006,- 0.403,LLLL,LLLL
       175,2021/7/31,14:53:53,     0,- 0.075,- 0.277,LLLL,LLLL
       176,2021/7/31,14:53:54,     0,- 0.162,- 0.184,LLLL,LLLL
       177,2021/7/31,14:53:55,     0,- 0.236,- 0.081,LLLL,LLLL
       178,2021/7/31,14:53:56,     0,- 0.062,- 0.282,LLLL,LLLL
       179,2021/7/31,14:53:57,     0,- 0.243,- 0.060,LLLL,LLLL
       180,2021/7/31,14:53:58,     0,- 0.137,- 0.353,LLLL,LLLL
       181,2021/7/31,14:53:59,     0,- 0.121,- 0.134,LLLL,LLLL
       182,2021/7/31,14:54:00,     0,- 0.191,- 0.302,LLLL,LLLL
       183,2021/7/31,14:54:01,     0,- 0.040,- 0.239,LLLL,LLLL
       184,2021/7/31,14:54:02,     0,+ 0.230,- 0.135,LLLL,LLLL
       185,2021/7/31,14:54:03,     0,+ 0.029,- 0.243,LLLL,LLLL
       186,2021/7/31,14:54:04,     0,+ 0.027,- 0.075,LLLL,LLLL
       187,2021/7/31,14:54:05,     0,+ 0.189,+ 0.166,LLLL,LLLL
       188,2021/7/31,14:54:06,     0,- 0.315,+ 0.394,LLLL,LLLL
       189,2021/7/31,14:54:07,     0,- 0.342,- 1.567,LLLL,LLLL
       190,2021/7/31,14:54:08,     0,+ 0.361,- 0.940,LLLL,LLLL
       191,2021/7/31,14:54:09,     0,+ 0.455,- 0.543,LLLL,LLLL
       192,2021/7/31,14:54:10,     0,+ 0.734,+ 0.593,LLLL,LLLL
       193,2021/7/31,14:54:11,     0,+ 0.905,- 0.738,LLLL,LLLL
       194,2021/7/31,14:54:12,     0,+ 0.319,- 2.158,LLLL,LLLL
       195,2021/7/31,14:54:13,     0,- 0.085,- 3.049,LLLL,LLLL
       196,2021/7/31,14:54:14,     0,+ 0.531,+ 0.360,LLLL,LLLL
       197,2021/7/31,14:54:15,     0,+ 1.010,- 0.434,LLLL,LLLL
       198,2021/7/31,14:54:16,     0,+ 0.268,+ 1.445,LLLL,LLLL
       199,2021/7/31,14:54:17,     0,+ 0.278,- 1.400,LLLL,LLLL
       200,2021/7/31,14:54:18,     0,+ 1.458,- 0.316,LLLL,LLLL
       201,2021/7/31,14:54:19,     0,+ 0.770,+ 0.086,LLLL,LLLL
       202,2021/7/31,14:54:20,     0,+ 0.973,- 1.215,LLLL,LLLL
       203,2021/7/31,14:54:21,     0,+ 2.032,+ 0.573,LLLL,LLLL
       204,2021/7/31,14:54:22,     0,+ 1.991,- 0.859,LLLL,LLLL
       205,2021/7/31,14:54:23,     0,+ 0.884,- 2.009,LLLL,LLLL
       206,2021/7/31,14:54:24,     0,+ 1.610,- 0.956,LLLL,LLLL
       207,2021/7/31,14:54:25,     0,+ 1.509,- 1.441,LLLL,LLLL
       208,2021/7/31,14:54:26,     0,+ 1.227,+ 0.233,LLLL,LLLL
       209,2021/7/31,14:54:27,     0,+ 0.218,- 0.058,LLLL,LLLL
       210,2021/7/31,14:54:28,     0,+ 0.963,- 0.316,LLLL,LLLL
