229.706000	0.000000
10.685008	0.003906
2.350957	0.007812
3.128685	0.011719
2.742141	0.015625
8.384171	0.019531
4.815110	0.023438
6.433539	0.027344
8.866837	0.031250
10.826518	0.035156
0.968931	0.039062
8.520306	0.042969
2.984081	0.046875
14.872447	0.050781
1.731127	0.054688
7.115883	0.058594
15.086551	0.062500
6.103322	0.066406
6.833012	0.070312
12.703645	0.074219
10.619362	0.078125
5.210448	0.082031
10.952316	0.085938
6.195916	0.089844
6.963344	0.093750
12.245692	0.097656
6.737046	0.101562
6.093191	0.105469
5.356391	0.109375
2.062823	0.113281
9.081150	0.117188
14.973107	0.121094
9.452331	0.125000
8.911405	0.128906
6.917803	0.132812
10.662175	0.136719
4.866905	0.140625
8.685530	0.144531
7.475647	0.148438
11.272746	0.152344
5.579465	0.156250
3.752502	0.160156
10.781415	0.164062
6.606767	0.167969
4.574767	0.171875
8.325075	0.175781
14.221225	0.179688
6.390612	0.183594
8.371316	0.187500
11.997355	0.191406
8.145818	0.195312
3.582023	0.199219
1.321514	0.203125
6.533585	0.207031
12.434993	0.210938
0.944788	0.214844
1.367928	0.218750
5.698095	0.222656
8.647449	0.226562
2.254381	0.230469
5.025159	0.234375
5.295983	0.238281
4.313322	0.242188
7.584552	0.246094
9.895131	0.250000
7.724554	0.253906
4.409869	0.257812
12.597292	0.261719
5.931543	0.265625
4.902582	0.269531
8.295295	0.273438
9.976161	0.277344
6.584163	0.281250
3.543581	0.285156
1.410718	0.289062
3.463646	0.292969
13.555847	0.296875
2.628954	0.300781
7.189472	0.304688
6.061562	0.308594
5.643250	0.312500
17.943392	0.316406
4.474304	0.320312
8.941803	0.324219
3.509981	0.328125
9.113346	0.332031
15.652923	0.335938
8.254165	0.339844
12.079833	0.343750
7.572819	0.347656
6.168549	0.351562
7.022260	0.355469
2.810615	0.359375
4.672469	0.363281
3.415430	0.367188
8.325939	0.371094
4.414798	0.375000
9.032622	0.378906
8.039071	0.382812
5.992481	0.386719
16.706023	0.390625
8.028972	0.394531
4.140780	0.398438
8.543911	0.402344
12.359167	0.406250
2.112483	0.410156
5.054576	0.414062
2.661864	0.417969
2.867541	0.421875
7.644463	0.425781
7.910998	0.429688
10.222939	0.433594
2.873059	0.437500
10.286774	0.441406
9.816257	0.445312
0.376845	0.449219
10.185762	0.453125
7.851673	0.457031
7.875314	0.460938
9.275617	0.464844
6.074829	0.468750
1.404012	0.472656
7.479157	0.476562
8.283404	0.480469
5.363500	0.484375
12.956810	0.488281
7.177151	0.492188
21.168952	0.496094
1.670000	0.500000
21.168952	0.503906
7.177151	0.507812
12.956810	0.511719
5.363500	0.515625
8.283404	0.519531
7.479157	0.523438
1.404012	0.527344
6.074829	0.531250
9.275617	0.535156
7.875314	0.539062
7.851673	0.542969
10.185762	0.546875
0.376845	0.550781
9.816257	0.554688
10.286774	0.558594
2.873059	0.562500
10.222939	0.566406
7.910998	0.570312
7.644463	0.574219
2.867541	0.578125
2.661864	0.582031
5.054576	0.585938
2.112483	0.589844
12.359167	0.593750
8.543911	0.597656
4.140780	0.601562
8.028972	0.605469
16.706023	0.609375
5.992481	0.613281
8.039071	0.617188
9.032622	0.621094
4.414798	0.625000
8.325939	0.628906
3.415430	0.632812
4.672469	0.636719
2.810615	0.640625
7.022260	0.644531
6.168549	0.648438
7.572819	0.652344
12.079833	0.656250
8.254165	0.660156
15.652923	0.664062
9.113346	0.667969
3.509981	0.671875
8.941803	0.675781
4.474304	0.679688
17.943392	0.683594
5.643250	0.687500
6.061562	0.691406
7.189472	0.695312
2.628954	0.699219
13.555847	0.703125
3.463646	0.707031
1.410718	0.710938
3.543581	0.714844
6.584163	0.718750
9.976161	0.722656
8.295295	0.726562
4.902582	0.730469
5.931543	0.734375
12.597292	0.738281
4.409869	0.742188
7.724554	0.746094
9.895131	0.750000
7.584552	0.753906
4.313322	0.757812
5.295983	0.761719
5.025159	0.765625
2.254381	0.769531
8.647449	0.773438
5.698095	0.777344
1.367928	0.781250
0.944788	0.785156
12.434993	0.789062
6.533585	0.792969
1.321514	0.796875
3.582023	0.800781
8.145818	0.804688
11.997355	0.808594
8.371316	0.812500
6.390612	0.816406
14.221225	0.820312
8.325075	0.824219
4.574767	0.828125
6.606767	0.832031
10.781415	0.835938
3.752502	0.839844
5.579465	0.843750
11.272746	0.847656
7.475647	0.851562
8.685530	0.855469
4.866905	0.859375
10.662175	0.863281
6.917803	0.867188
8.911405	0.871094
9.452331	0.875000
14.973107	0.878906
9.081150	0.882812
2.062823	0.886719
5.356391	0.890625
6.093191	0.894531
6.737046	0.898438
12.245692	0.902344
6.963344	0.906250
6.195916	0.910156
10.952316	0.914062
5.210448	0.917969
10.619362	0.921875
12.703645	0.925781
6.833012	0.929688
6.103322	0.933594
15.086551	0.937500
7.115883	0.941406
1.731127	0.945312
14.872447	0.949219
2.984081	0.953125
8.520306	0.957031
0.968931	0.960938
10.826518	0.964844
8.866837	0.968750
6.433539	0.972656
4.815110	0.976562
8.384171	0.980469
2.742141	0.984375
3.128685	0.988281
2.350957	0.992188
10.685008	0.996094
