0.000000	-0.651724	-0.008742	0.651783
15.000000	-0.646059	-0.173584	0.668972
30.000000	-0.561671	-0.328800	0.650833
45.000000	-0.516018	-0.423264	0.667404
60.000000	-0.301638	-0.573415	0.647913
75.000000	-0.194623	-0.620522	0.650327
90.000000	-0.009516	-0.645858	0.645928
105.000000	0.188229	-0.620272	0.648203
120.000000	0.341026	-0.553008	0.649705
135.000000	0.450287	-0.461479	0.644765
150.000000	0.568369	-0.329224	0.656834
165.000000	0.630855	-0.170744	0.653552
180.000000	0.649574	-0.056533	0.652029
195.000000	0.621565	0.185245	0.648582
210.000000	0.547835	0.342703	0.646196
225.000000	0.496341	0.432200	0.658143
240.000000	0.330962	0.559552	0.650104
255.000000	0.186206	0.612497	0.640176
270.000000	0.003533	0.638457	0.638467
285.000000	-0.188740	0.613133	0.641526
300.000000	-0.345764	0.541478	0.642457
315.000000	-0.473968	0.417626	0.631710
330.000000	-0.551585	0.310435	0.632942
345.000000	-0.628244	0.132085	0.641979
