0.0	-0.628505	0.134555	0.642747
15.0	-0.634711	-0.069944	0.638553
30.0	-0.573386	-0.272608	0.634891
45.0	-0.447906	-0.447906	0.633434
60.0	-0.272608	-0.573386	0.634891
75.0	-0.069944	-0.634711	0.638553
90.0	0.134555	-0.628505	0.642747
105.0	0.317897	-0.562129	0.645792
120.0	0.463972	-0.450602	0.646771
135.0	0.565350	-0.311976	0.645716
150.0	0.622327	-0.162893	0.643292
165.0	0.640134	-0.015842	0.640330
180.0	0.625837	0.121486	0.637520
195.0	0.586029	0.245313	0.635302
210.0	0.525681	0.354258	0.633908
225.0	0.447906	0.447906	0.633434
240.0	0.354258	0.525681	0.633908
255.0	0.245313	0.586029	0.635302
270.0	0.121486	0.625837	0.637520
285.0	-0.015842	0.640134	0.640330
300.0	-0.162893	0.622327	0.643292
315.0	-0.311976	0.565350	0.645716
330.0	-0.450602	0.463972	0.646771
345.0	-0.562129	0.317897	0.645792
