-2.292443,-0.631749,0.081238,0.636950
13.557229,-0.635882,-0.093256,0.642684
29.504900,-0.592334,-0.261936,0.647665
45.486177,-0.503781,-0.411399,0.650418
61.434453,-0.376975,-0.529685,0.650135
77.285297,-0.222097,-0.607594,0.646914
92.980725,-0.051640,-0.639639,0.641720
108.473157,0.120989,-0.624473,0.636086
123.728766,0.282883,-0.564744,0.631631
138.729944,0.422829,-0.466454,0.629574
153.476607,0.532103,-0.338012,0.630385
167.986211,0.604826,-0.189197,0.633727
182.292443,0.637916,-0.030232,0.638632
196.442771,0.630793,0.128907,0.643829
210.495100,0.584987,0.278920,0.648079
224.513823,0.503781,0.411399,0.650418
238.565547,0.391961,0.518934,0.650327
252.714703,0.255698,0.595207,0.647806
267.019275,0.102496,0.635174,0.643391
281.526843,-0.058865,0.635369,0.638090
296.271234,-0.218502,0.594320,0.633214
311.270056,-0.365805,0.513020,0.630082
326.523393,-0.490077,0.395324,0.629648
342.013789,-0.581415,0.248132,0.632149
