-30.0,-0.274245,-0.315266,-0.589511,0.158335,0.009947,0.168282,0.613059
-29.9,-0.274521,-0.315213,-0.589734,0.157857,0.009394,0.167251,0.612992
-29.8,-0.274796,-0.315160,-0.589956,0.157377,0.008842,0.166219,0.612925
-29.7,-0.275070,-0.315105,-0.590176,0.156897,0.008289,0.165187,0.612857
-29.6,-0.275344,-0.315050,-0.590394,0.156417,0.007737,0.164154,0.612790
-29.5,-0.275616,-0.314994,-0.590610,0.155936,0.007184,0.163121,0.612722
-29.4,-0.275888,-0.314936,-0.590824,0.155455,0.006632,0.162087,0.612655
-29.3,-0.276159,-0.314878,-0.591037,0.154973,0.006079,0.161053,0.612587
-29.2,-0.276429,-0.314819,-0.591248,0.154491,0.005527,0.160018,0.612519
-29.1,-0.276698,-0.314759,-0.591457,0.154008,0.004974,0.158982,0.612451
-29.0,-0.276967,-0.314697,-0.591664,0.153525,0.004421,0.157947,0.612384
-28.9,-0.277234,-0.314635,-0.591870,0.153042,0.003869,0.156910,0.612316
-28.8,-0.277501,-0.314572,-0.592073,0.152557,0.003316,0.155874,0.612248
-28.7,-0.277767,-0.314508,-0.592275,0.152073,0.002763,0.154836,0.612180
-28.6,-0.278032,-0.314443,-0.592475,0.151588,0.002211,0.153799,0.612112
-28.5,-0.278296,-0.314377,-0.592673,0.151102,0.001658,0.152760,0.612044
-28.4,-0.278559,-0.314311,-0.592870,0.150616,0.001105,0.151722,0.611976
-28.3,-0.278822,-0.314243,-0.593064,0.150130,0.000553,0.150683,0.611907
-28.2,-0.279083,-0.314174,-0.593257,0.149643,0.000000,0.149643,0.611839
-28.1,-0.279344,-0.314104,-0.593448,0.149156,-0.000553,0.148603,0.611771
-28.0,-0.279604,-0.314033,-0.593637,0.148668,-0.001105,0.147563,0.611703
-27.9,-0.279863,-0.313962,-0.593825,0.148180,-0.001658,0.146522,0.611634
-27.8,-0.280121,-0.313889,-0.594010,0.147691,-0.002211,0.145480,0.611566
-27.7,-0.280378,-0.313816,-0.594194,0.147202,-0.002763,0.144439,0.611497
-27.6,-0.280635,-0.313741,-0.594376,0.146712,-0.003316,0.143396,0.611429
-27.5,-0.280891,-0.313666,-0.594556,0.146222,-0.003869,0.142354,0.611361
-27.4,-0.281145,-0.313589,-0.594735,0.145732,-0.004421,0.141311,0.611292
-27.3,-0.281399,-0.313512,-0.594911,0.145241,-0.004974,0.140267,0.611223
-27.2,-0.281652,-0.313433,-0.595086,0.144750,-0.005527,0.139223,0.611155
-27.1,-0.281905,-0.313354,-0.595259,0.144258,-0.006079,0.138179,0.611086
-27.0,-0.282156,-0.313274,-0.595430,0.143766,-0.006632,0.137134,0.611017
-26.9,-0.282406,-0.313193,-0.595599,0.143273,-0.007184,0.136089,0.610949
-26.8,-0.282656,-0.313110,-0.595767,0.142780,-0.007737,0.135043,0.610880
-26.7,-0.282905,-0.313027,-0.595932,0.142286,-0.008289,0.133997,0.610811
-26.6,-0.283153,-0.312943,-0.596096,0.141792,-0.008842,0.132950,0.610742
-26.5,-0.283400,-0.312858,-0.596258,0.141298,-0.009394,0.131903,0.610674
-26.4,-0.283646,-0.312772,-0.596418,0.140803,-0.009947,0.130856,0.610605
-26.3,-0.283891,-0.312685,-0.596577,0.140308,-0.010499,0.129809,0.610536
-26.2,-0.284136,-0.312597,-0.596733,0.139812,-0.011052,0.128760,0.610467
-26.1,-0.284379,-0.312509,-0.596888,0.139316,-0.011604,0.127712,0.610398
-26.0,-0.284622,-0.312419,-0.597041,0.138819,-0.012156,0.126663,0.610329
-25.9,-0.284864,-0.312328,-0.597192,0.138322,-0.012709,0.125614,0.610260
-25.8,-0.285105,-0.312236,-0.597341,0.137825,-0.013261,0.124564,0.610191
-25.7,-0.285345,-0.312144,-0.597489,0.137327,-0.013813,0.123514,0.610122
-25.6,-0.285584,-0.312050,-0.597634,0.136829,-0.014365,0.122464,0.610053
-25.5,-0.285823,-0.311956,-0.597778,0.136330,-0.014917,0.121413,0.609983
-25.4,-0.286060,-0.311860,-0.597920,0.135831,-0.015469,0.120362,0.609914
-25.3,-0.286297,-0.311764,-0.598060,0.135332,-0.016021,0.119311,0.609845
-25.2,-0.286532,-0.311666,-0.598199,0.134832,-0.016573,0.118259,0.609776
-25.1,-0.286767,-0.311568,-0.598335,0.134332,-0.017125,0.117206,0.609707
-25.0,-0.287001,-0.311469,-0.598470,0.133831,-0.017677,0.116154,0.609638
-24.9,-0.287235,-0.311368,-0.598603,0.133330,-0.018229,0.115101,0.609568
-24.8,-0.287467,-0.311267,-0.598734,0.132828,-0.018781,0.114048,0.609499
-24.7,-0.287698,-0.311165,-0.598863,0.132326,-0.019332,0.112994,0.609430
-24.6,-0.287929,-0.311062,-0.598991,0.131824,-0.019884,0.111940,0.609361
-24.5,-0.288158,-0.310958,-0.599116,0.131321,-0.020436,0.110886,0.609291
-24.4,-0.288387,-0.310853,-0.599240,0.130818,-0.020987,0.109831,0.609222
-24.3,-0.288615,-0.310747,-0.599362,0.130315,-0.021538,0.108776,0.609153
-24.2,-0.288842,-0.310640,-0.599482,0.129811,-0.022090,0.107721,0.609083
-24.1,-0.289068,-0.310532,-0.599600,0.129306,-0.022641,0.106665,0.609014
-24.0,-0.289293,-0.310423,-0.599717,0.128802,-0.023192,0.105609,0.608945
-23.9,-0.289518,-0.310314,-0.599831,0.128297,-0.023744,0.104553,0.608875
-23.8,-0.289741,-0.310203,-0.599944,0.127791,-0.024295,0.103496,0.608806
-23.7,-0.289964,-0.310091,-0.600055,0.127285,-0.024846,0.102439,0.608737
-23.6,-0.290186,-0.309979,-0.600164,0.126779,-0.025397,0.101382,0.608667
-23.5,-0.290406,-0.309865,-0.600272,0.126272,-0.025948,0.100325,0.608598
-23.4,-0.290626,-0.309751,-0.600377,0.125765,-0.026498,0.099267,0.608528
-23.3,-0.290845,-0.309636,-0.600481,0.125258,-0.027049,0.098209,0.608459
-23.2,-0.291064,-0.309519,-0.600583,0.124750,-0.027600,0.097150,0.608390
-23.1,-0.291281,-0.309402,-0.600683,0.124242,-0.028150,0.096092,0.608320
-23.0,-0.291497,-0.309284,-0.600781,0.123733,-0.028701,0.095033,0.608251
-22.9,-0.291713,-0.309165,-0.600877,0.123224,-0.029251,0.093973,0.608181
-22.8,-0.291927,-0.309045,-0.600972,0.122715,-0.029801,0.092914,0.608112
-22.7,-0.292141,-0.308923,-0.601065,0.122205,-0.030352,0.091854,0.608043
-22.6,-0.292354,-0.308802,-0.601155,0.121695,-0.030902,0.090794,0.607973
-22.5,-0.292566,-0.308679,-0.601244,0.121185,-0.031452,0.089733,0.607904
