0.0,-0.633268,0.059886,0.636093
15.0,-0.631698,-0.101481,0.639798
30.0,-0.568528,-0.253909,0.622651
45.0,-0.473770,-0.404279,0.622815
60.0,-0.355238,-0.511831,0.623029
75.0,-0.212884,-0.589694,0.626944
90.0,-0.044585,-0.619868,0.621470
105.0,0.132861,-0.619377,0.633466
120.0,0.311892,-0.558061,0.639303
135.0,0.433315,-0.469595,0.638970
150.0,0.535598,-0.348251,0.638862
165.0,0.619232,-0.173367,0.643043
180.0,0.644993,-0.014954,0.645167
195.0,0.621375,0.146575,0.638428
210.0,0.566398,0.287238,0.635069
225.0,0.489170,0.400784,0.632389
240.0,0.408816,0.487152,0.635962
255.0,0.288283,0.567372,0.636410
270.0,0.156679,0.617337,0.636909
285.0,-0.000001,0.640024,0.640024
300.0,-0.176585,0.620145,0.644796
315.0,-0.367502,0.517276,0.634533
330.0,-0.506688,0.390939,0.639974
345.0,-0.588907,0.244655,0.637705
