-2.292443,-0.638621,0.033609,0.639505
13.557229,-0.630531,-0.106324,0.639433
29.504900,-0.575757,-0.268728,0.635383
45.486177,-0.478408,-0.404284,0.626354
61.434453,-0.370642,-0.510136,0.630567
77.285297,-0.226665,-0.589153,0.631251
92.980725,-0.031370,-0.625162,0.625948
108.473157,0.144257,-0.619814,0.636380
123.728766,0.311747,-0.560620,0.641468
138.729944,0.438759,-0.467397,0.641069
153.476607,0.539094,-0.345138,0.640112
167.986211,0.612633,-0.189335,0.641223
182.292443,0.635217,-0.042581,0.636643
196.442771,0.621950,0.132316,0.635869
210.495100,0.570107,0.281524,0.635828
224.513823,0.487434,0.405054,0.633766
238.565547,0.393463,0.499687,0.636003
252.714703,0.276405,0.575617,0.638541
267.019275,0.141109,0.621868,0.637677
281.526843,-0.017827,0.644206,0.644453
296.271234,-0.184000,0.617900,0.644714
311.270056,-0.348324,0.546825,0.648342
326.523393,-0.498282,0.403096,0.640914
342.013789,-0.594676,0.219919,0.634037
