165	-0.038545	168	-0.034818	C1
169	-0.021818	168	-0.034818	Groove_A
170	-0.090545	170	-0.090545	Groove_B
165	-0.026182	172	0.067818	Groove_C
164	-0.094545	175	0.166818	Groove_D
164	-0.064364	174	0.152364	Normal
175	-0.061818	174	0.152364	R1_17.9
177	-0.066000	174	0.152364	R1_18.6
176	-0.017545	176	-0.017545	R1_19.3
