0,0.063748,0.252483,-0.000000
1,57.970523,0.662713,7.584941
2,0.041021,0.045871,0.197272
3,0.040125,-0.182659,0.082223
4,0.016097,-0.117290,-0.048379
5,0.001387,-0.015716,-0.033766
6,0.002177,-0.029609,-0.036060
7,0.001339,-0.006073,-0.036090
8,0.000691,-0.024577,-0.009323
9,0.000456,0.001879,-0.021267
10,0.001113,-0.033290,0.002138
11,0.000149,-0.003369,0.011717
12,0.001787,-0.042273,-0.000000
13,0.000149,-0.003369,-0.011717
14,0.001113,-0.033290,-0.002138
15,0.000456,0.001879,0.021267
16,0.000691,-0.024578,0.009323
17,0.001339,-0.006073,0.036090
18,0.002177,-0.029609,0.036060
19,0.001387,-0.015716,0.033766
20,0.016097,-0.117289,0.048379
21,0.040125,-0.182659,-0.082223
22,0.041021,0.045871,-0.197272
23,57.970523,0.662713,-7.584941
