0	0.029046	-0.170430	0.000000
1	59.621476	-4.797730	-6.050063
2	17.135967	4.057999	0.817686
3	0.755703	0.737126	-0.460814
4	0.000914	0.009976	0.028536
5	0.174416	0.171023	0.381008
6	0.074349	0.260611	0.080190
7	0.069858	0.244596	-0.100153
8	0.006599	-0.081205	0.002219
9	0.017611	0.125575	0.042923
10	0.081118	0.265443	0.103234
11	0.032224	0.074432	-0.163353
12	0.032045	0.155684	0.088362
13	0.030916	0.045472	0.169848
14	0.026421	0.162414	0.006566
15	0.001452	0.015715	0.034715
16	0.001514	-0.038904	0.000000
17	0.001452	0.015715	-0.034715
18	0.026421	0.162414	-0.006566
19	0.030916	0.045472	-0.169848
20	0.032045	0.155684	-0.088362
21	0.032224	0.074432	0.163353
22	0.081118	0.265443	-0.103234
23	0.017611	0.125575	-0.042923
24	0.006599	-0.081205	-0.002219
25	0.069858	0.244596	0.100153
26	0.074349	0.260611	-0.080190
27	0.174416	0.171023	-0.381008
28	0.000914	0.009976	-0.028536
29	0.755703	0.737126	0.460814
30	17.135967	4.057999	-0.817686
31	59.621476	-4.797730	6.050063
