0,2.262921,1.504301,-0.000000
1,56.562726,-7.520255,-0.092161
2,0.764317,-0.752464,-0.445102
3,0.010909,-0.049152,-0.092158
4,0.000039,0.000334,-0.006196
5,0.000000,0.000001,0.000001
6,0.000000,-0.000020,0.000009
7,0.000000,0.000001,-0.000002
8,0.000000,0.000000,0.000001
9,0.000000,-0.000002,0.000000
10,0.000000,-0.000000,0.000001
11,0.000000,-0.000000,-0.000000
12,0.000000,-0.000001,0.000000
13,0.000000,-0.000000,0.000000
14,0.000000,-0.000000,-0.000001
15,0.000000,-0.000002,-0.000000
16,0.000000,0.000001,-0.000001
17,0.000000,0.000001,0.000002
18,0.000000,-0.000020,-0.000009
19,0.000000,0.000001,-0.000001
20,0.000039,0.000334,0.006196
21,0.010909,-0.049152,0.092158
22,0.764317,-0.752464,0.445102
23,56.562726,-7.520255,0.092161
