0.0,-0.625250,0.064250,0.628750
15.0,-0.618250,-0.098750,0.626000
30.0,-0.568250,-0.256500,0.623500
45.0,-0.482750,-0.400750,0.627750
60.0,-0.365250,-0.506750,0.625000
75.0,-0.231250,-0.580000,0.624500
90.0,-0.043250,-0.625500,0.627000
105.0,0.129000,-0.618500,0.632250
120.0,0.296500,-0.559000,0.633250
135.0,0.423750,-0.475000,0.636500
150.0,0.535000,-0.343750,0.636000
165.0,0.610750,-0.189000,0.639000
180.0,0.644000,-0.009250,0.644500
195.0,0.619250,0.158250,0.639500
210.0,0.560000,0.295250,0.633250
225.0,0.487000,0.401750,0.631250
240.0,0.396000,0.490000,0.630500
255.0,0.289000,0.564750,0.634250
270.0,0.163750,0.616000,0.637750
285.0,0.007500,0.641250,0.641500
300.0,-0.182500,0.613000,0.639500
315.0,-0.350500,0.535000,0.639250
330.0,-0.486500,0.409250,0.635750
345.0,-0.581000,0.234250,0.626500
