ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       556
トリガ点,         0
開始時刻,2021-07-31,11:13:42
終了時刻,2021-07-31,11:22:58
トリガ時刻,2021-07-31,11:13:42
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,11:13:42,     0,- 0.007,- 0.020,LLLL,LLLL
         2,2021/7/31,11:13:43,     0,- 0.004,- 0.023,LLLL,LLLL
         3,2021/7/31,11:13:44,     0,- 0.012,- 0.021,LLLL,LLLL
         4,2021/7/31,11:13:45,     0,- 0.007,- 0.018,LLLL,LLLL
         5,2021/7/31,11:13:46,     0,- 0.016,- 0.012,LLLL,LLLL
         6,2021/7/31,11:13:47,     0,- 0.004,- 0.023,LLLL,LLLL
         7,2021/7/31,11:13:48,     0,- 0.013,- 0.016,LLLL,LLLL
         8,2021/7/31,11:13:49,     0,- 0.015,- 0.018,LLLL,LLLL
         9,2021/7/31,11:13:50,     0,- 0.010,- 0.016,LLLL,LLLL
        10,2021/7/31,11:13:51,     0,- 0.007,- 0.019,LLLL,LLLL
        11,2021/7/31,11:13:52,     0,- 0.009,- 0.022,LLLL,LLLL
        12,2021/7/31,11:13:53,     0,- 0.011,- 0.012,LLLL,LLLL
        13,2021/7/31,11:13:54,     0,- 0.002,- 0.006,LLLL,LLLL
        14,2021/7/31,11:13:55,     0,- 2.457,+ 1.754,LLLL,LLLL
        15,2021/7/31,11:13:56,     0,- 0.670,- 0.636,LLLL,LLLL
        16,2021/7/31,11:13:57,     0,- 2.616,+ 2.398,LLLL,LLLL
        17,2021/7/31,11:13:58,     0,- 0.792,- 0.688,LLLL,LLLL
        18,2021/7/31,11:13:59,     0,- 0.851,+ 0.448,LLLL,LLLL
        19,2021/7/31,11:14:00,     0,+ 0.332,+ 2.036,LLLL,LLLL
        20,2021/7/31,11:14:01,     0,- 2.984,+ 0.419,LLLL,LLLL
        21,2021/7/31,11:14:02,     0,- 5.223,+ 3.383,LLLL,LLLL
        22,2021/7/31,11:14:03,     0,+ 0.816,+ 0.253,LLLL,LLLL
        23,2021/7/31,11:14:04,     0,+ 0.867,+ 3.394,LLLL,LLLL
        24,2021/7/31,11:14:05,     0,- 3.720,+ 0.996,LLLL,LLLL
        25,2021/7/31,11:14:06,     0,- 4.627,+ 0.501,LLLL,LLLL
        26,2021/7/31,11:14:07,     0,- 4.743,+ 2.872,LLLL,LLLL
        27,2021/7/31,11:14:08,     0,- 1.247,+ 0.262,LLLL,LLLL
        28,2021/7/31,11:14:09,     0,- 1.479,+ 2.960,LLLL,LLLL
        29,2021/7/31,11:14:10,     0,+ 0.798,+ 0.225,LLLL,LLLL
        30,2021/7/31,11:14:11,     0,- 0.172,+ 0.690,LLLL,LLLL
        31,2021/7/31,11:14:12,     0,- 1.044,+ 2.222,LLLL,LLLL
        32,2021/7/31,11:14:13,     0,- 0.711,- 0.350,LLLL,LLLL
        33,2021/7/31,11:14:14,     0,- 2.414,+ 2.955,LLLL,LLLL
        34,2021/7/31,11:14:15,     0,- 1.321,- 0.816,LLLL,LLLL
        35,2021/7/31,11:14:16,     0,- 0.874,- 0.330,LLLL,LLLL
        36,2021/7/31,11:14:17,     0,- 1.561,+ 0.015,LLLL,LLLL
        37,2021/7/31,11:14:18,     0,- 0.690,- 1.343,LLLL,LLLL
        38,2021/7/31,11:14:19,     0,- 2.145,+ 1.475,LLLL,LLLL
        39,2021/7/31,11:14:20,     0,- 0.703,- 1.348,LLLL,LLLL
        40,2021/7/31,11:14:21,     0,- 1.593,+ 0.345,LLLL,LLLL
        41,2021/7/31,11:14:22,     0,- 1.267,- 0.301,LLLL,LLLL
        42,2021/7/31,11:14:23,     0,- 0.652,- 1.001,LLLL,LLLL
        43,2021/7/31,11:14:24,     0,- 2.511,+ 1.694,LLLL,LLLL
        44,2021/7/31,11:14:25,     0,- 0.494,- 1.120,LLLL,LLLL
        45,2021/7/31,11:14:26,     0,- 1.880,+ 0.920,LLLL,LLLL
        46,2021/7/31,11:14:27,     0,- 0.652,- 0.872,LLLL,LLLL
        47,2021/7/31,11:14:28,     0,- 0.853,- 0.487,LLLL,LLLL
        48,2021/7/31,11:14:29,     0,- 2.223,+ 1.439,LLLL,LLLL
        49,2021/7/31,11:14:30,     0,- 0.863,- 1.190,LLLL,LLLL
        50,2021/7/31,11:14:31,     0,- 2.213,+ 1.617,LLLL,LLLL
        51,2021/7/31,11:14:32,     0,- 0.494,- 1.251,LLLL,LLLL
        52,2021/7/31,11:14:33,     0,- 1.275,+ 0.025,LLLL,LLLL
        53,2021/7/31,11:14:34,     0,- 1.833,+ 0.902,LLLL,LLLL
        54,2021/7/31,11:14:35,     0,- 0.478,- 1.510,LLLL,LLLL
        55,2021/7/31,11:14:36,     0,- 2.511,+ 2.068,LLLL,LLLL
        56,2021/7/31,11:14:37,     0,- 0.634,- 1.431,LLLL,LLLL
        57,2021/7/31,11:14:38,     0,- 1.365,+ 0.244,LLLL,LLLL
        58,2021/7/31,11:14:39,     0,- 1.486,+ 0.296,LLLL,LLLL
        59,2021/7/31,11:14:40,     0,- 0.507,- 1.174,LLLL,LLLL
        60,2021/7/31,11:14:41,     0,- 2.347,+ 1.959,LLLL,LLLL
        61,2021/7/31,11:14:42,     0,- 0.543,- 1.209,LLLL,LLLL
        62,2021/7/31,11:14:43,     0,- 1.693,+ 0.811,LLLL,LLLL
        63,2021/7/31,11:14:44,     0,- 1.250,- 0.512,LLLL,LLLL
        64,2021/7/31,11:14:45,     0,- 0.556,- 0.743,LLLL,LLLL
        65,2021/7/31,11:14:46,     0,- 2.690,+ 2.050,LLLL,LLLL
        66,2021/7/31,11:14:47,     0,- 0.479,- 0.967,LLLL,LLLL
        67,2021/7/31,11:14:48,     0,- 2.100,+ 1.879,LLLL,LLLL
        68,2021/7/31,11:14:49,     0,- 0.515,- 1.050,LLLL,LLLL
        69,2021/7/31,11:14:50,     0,- 0.911,- 0.550,LLLL,LLLL
        70,2021/7/31,11:14:51,     0,- 1.734,+ 1.447,LLLL,LLLL
        71,2021/7/31,11:14:52,     0,- 0.494,- 1.341,LLLL,LLLL
        72,2021/7/31,11:14:53,     0,- 2.273,+ 1.632,LLLL,LLLL
        73,2021/7/31,11:14:54,     0,- 0.078,- 0.855,LLLL,LLLL
        74,2021/7/31,11:14:55,     0,- 0.858,- 0.418,LLLL,LLLL
        75,2021/7/31,11:14:56,     0,- 1.704,+ 0.447,LLLL,LLLL
        76,2021/7/31,11:14:57,     0,- 0.397,- 1.309,LLLL,LLLL
        77,2021/7/31,11:14:58,     0,- 1.790,+ 1.735,LLLL,LLLL
        78,2021/7/31,11:14:59,     0,- 0.234,- 0.793,LLLL,LLLL
        79,2021/7/31,11:15:00,     0,- 1.273,+ 0.264,LLLL,LLLL
        80,2021/7/31,11:15:01,     0,- 0.925,- 0.102,LLLL,LLLL
        81,2021/7/31,11:15:02,     0,- 0.574,- 0.989,LLLL,LLLL
        82,2021/7/31,11:15:03,     0,- 2.454,+ 1.883,LLLL,LLLL
        83,2021/7/31,11:15:04,     0,+ 0.149,- 0.775,LLLL,LLLL
        84,2021/7/31,11:15:05,     0,- 1.923,+ 1.264,LLLL,LLLL
        85,2021/7/31,11:15:06,     0,- 1.231,- 0.744,LLLL,LLLL
        86,2021/7/31,11:15:07,     0,- 0.555,- 0.698,LLLL,LLLL
        87,2021/7/31,11:15:08,     0,- 1.775,+ 1.370,LLLL,LLLL
        88,2021/7/31,11:15:09,     0,- 0.647,- 1.192,LLLL,LLLL
        89,2021/7/31,11:15:10,     0,- 1.978,+ 1.599,LLLL,LLLL
