0.0	-0.635	-0.027	0.636
15.0	-0.601	-0.180	0.627
30.0	-0.524	-0.329	0.619
45.0	-0.420	-0.460	0.623
60.0	-0.310	-0.542	0.624
75.0	-0.178	-0.593	0.619
90.0	-0.004	-0.628	0.628
105.0	0.190	-0.611	0.640
120.0	0.357	-0.540	0.648
135.0	0.467	-0.451	0.649
150.0	0.552	-0.332	0.644
165.0	0.617	-0.179	0.642
180.0	0.639	0.004	0.639
195.0	0.602	0.187	0.630
210.0	0.535	0.334	0.631
225.0	0.436	0.449	0.625
240.0	0.316	0.538	0.624
255.0	0.188	0.608	0.637
270.0	0.023	0.632	0.632
285.0	-0.148	0.630	0.647
300.0	-0.286	0.587	0.653
315.0	-0.424	0.503	0.658
330.0	-0.547	0.347	0.648
345.0	-0.628	0.149	0.646
