0	-0.003475	0.002717	0.003244	-0.009525	-0.012717	0.766756	0.0
1	-0.004475	0.000717	0.000244	-0.009525	-0.012717	0.766756	0.2
2	-0.004475	-0.000283	-0.000757	-0.009525	-0.012717	0.766757	0.4
3	-0.006475	0.001718	0.006243	-0.009525	-0.012718	0.766757	0.6
4	-0.003476	-0.001282	-0.000757	-0.009524	-0.012718	0.766757	0.8
5	-0.004476	-0.000281	0.011242	-0.009524	-0.012719	0.766758	1.0
6	-0.003476	0.000719	-0.000758	-0.009524	-0.012719	0.766758	1.2
7	-0.003476	0.002720	0.009241	-0.009524	-0.012720	0.766759	1.4
8	-0.005476	-0.001280	0.000241	-0.009524	-0.012720	0.766759	1.6
9	-0.005476	0.000721	0.006241	-0.009524	-0.012721	0.766759	1.8
10	-0.003477	-0.001279	-0.001760	-0.009523	-0.012721	0.766760	2.0
11	-0.001477	0.001722	0.002240	-0.009523	-0.012722	0.766760	2.2
12	-0.003477	0.001722	-0.000761	-0.009523	-0.012722	0.766761	2.4
13	-0.002477	0.002722	0.002239	-0.009523	-0.012722	0.766761	2.6
14	-0.002477	0.000723	-0.003761	-0.009523	-0.012723	0.766761	2.8
15	-0.004477	-0.002277	-0.003762	-0.009523	-0.012723	0.766762	3.0
16	-0.003478	-0.001276	-0.002762	-0.009522	-0.012724	0.766762	3.2
17	-0.003478	0.000724	-0.002763	-0.009522	-0.012724	0.766763	3.4
18	-0.005478	-0.001275	0.001237	-0.009522	-0.012725	0.766763	3.6
19	-0.003478	-0.000275	0.000236	-0.009522	-0.012725	0.766764	3.8
20	-0.001478	0.000726	0.004236	-0.009522	-0.012726	0.766764	4.0
21	-0.001478	-0.000274	0.002236	-0.009522	-0.012726	0.766764	4.2
22	-0.001479	0.002727	0.005235	-0.009521	-0.012727	0.766765	4.4
23	-0.003479	0.003727	0.000235	-0.009521	-0.012727	0.766765	4.6
24	-0.001479	-0.000272	-0.003766	-0.009521	-0.012728	0.766766	4.8
25	-0.005479	-0.003272	-0.004766	-0.009521	-0.012728	0.766766	5.0
26	-0.002479	-0.005272	0.008234	-0.009521	-0.012728	0.766766	5.2
27	-0.004479	-0.002271	0.002233	-0.009521	-0.012729	0.766767	5.4
28	-0.002479	-0.003271	0.003233	-0.009521	-0.012729	0.766767	5.6
29	-0.003480	-0.005270	0.002232	-0.009520	-0.012730	0.766768	5.8
30	-0.000480	-0.005270	0.001232	-0.009520	-0.012730	0.766768	6.0
31	-0.001480	0.002731	0.006232	-0.009520	-0.012731	0.766768	6.2
32	-0.001480	0.005731	0.000231	-0.009520	-0.012731	0.766769	6.4
33	-0.000480	0.003732	-0.003769	-0.009520	-0.012732	0.766769	6.6
34	-0.001480	0.000732	0.012230	-0.009520	-0.012732	0.766770	6.8
35	-0.002481	-0.004267	-0.010770	-0.009519	-0.012733	0.766770	7.0
36	-0.005481	-0.004267	0.005229	-0.009519	-0.012733	0.766771	7.2
37	-0.003481	-0.005266	0.005229	-0.009519	-0.012734	0.766771	7.4
38	-0.006481	-0.003266	-0.008771	-0.009519	-0.012734	0.766771	7.6
39	-0.001481	0.001734	0.007228	-0.009519	-0.012734	0.766772	7.8
40	-0.002481	0.001735	0.003228	-0.009519	-0.012735	0.766772	8.0
41	-0.002482	0.001735	0.011227	-0.009518	-0.012735	0.766773	8.2
42	-0.001482	-0.000264	0.005227	-0.009518	-0.012736	0.766773	8.4
43	-0.001482	-0.005264	-0.005773	-0.009518	-0.012736	0.766773	8.6
44	-0.001482	-0.002263	0.005226	-0.009518	-0.012737	0.766774	8.8
45	-0.003482	-0.001263	-0.001774	-0.009518	-0.012737	0.766774	9.0
46	-0.001482	-0.001262	0.007225	-0.009518	-0.012738	0.766775	9.2
47	-0.003483	-0.002262	-0.004775	-0.009517	-0.012738	0.766775	9.4
48	-0.002483	-0.001261	0.001225	-0.009517	-0.012739	0.766775	9.6
49	-0.003483	0.000739	0.007224	-0.009517	-0.012739	0.766776	9.8
50	-0.003483	0.001739	0.009224	-0.009517	-0.012739	0.766776	10.0
51	-0.005483	-0.002260	0.000223	-0.009517	-0.012740	0.766777	10.2
52	-0.004483	-0.003260	0.000223	-0.009517	-0.012740	0.766777	10.4
53	-0.004484	-0.007259	0.005223	-0.009516	-0.012741	0.766777	10.6
54	-0.003484	-0.003259	0.001222	-0.009516	-0.012741	0.766778	10.8
55	-0.005484	0.002742	0.005222	-0.009516	-0.012742	0.766778	11.0
56	-0.003484	0.001742	0.004221	-0.009516	-0.012742	0.766779	11.2
57	-0.003484	-0.000257	-0.003779	-0.009516	-0.012743	0.766779	11.4
58	-0.003484	-0.002257	0.003220	-0.009516	-0.012743	0.766780	11.6
59	-0.001485	-0.001256	0.002220	-0.009515	-0.012744	0.766780	11.8
60	-0.003485	-0.002256	-0.000780	-0.009515	-0.012744	0.766780	12.0
61	-0.002485	-0.001255	0.000219	-0.009515	-0.012745	0.766781	12.2
62	-0.003485	-0.002255	0.001219	-0.009515	-0.012745	0.766781	12.4
63	-0.002485	-0.001255	0.004218	-0.009515	-0.012745	0.766782	12.6
64	-0.003485	0.001746	-0.007782	-0.009515	-0.012746	0.766782	12.8
65	-0.002486	0.002746	0.008218	-0.009514	-0.012746	0.766782	13.0
66	-0.003486	-0.000253	0.000217	-0.009514	-0.012747	0.766783	13.2
67	-0.002486	-0.003253	-0.000783	-0.009514	-0.012747	0.766783	13.4
68	-0.005486	-0.003252	0.004216	-0.009514	-0.012748	0.766784	13.6
69	-0.005486	-0.001252	-0.000784	-0.009514	-0.012748	0.766784	13.8
70	-0.003486	-0.002251	0.004216	-0.009514	-0.012749	0.766784	14.0
71	-0.004486	-0.000251	-0.002785	-0.009514	-0.012749	0.766785	14.2
72	-0.002487	-0.000250	0.000215	-0.009513	-0.012750	0.766785	14.4
73	-0.001487	0.003750	-0.004786	-0.009513	-0.012750	0.766786	14.6
74	-0.000487	0.001750	-0.004786	-0.009513	-0.012750	0.766786	14.8
75	-0.001487	-0.002249	0.001213	-0.009513	-0.012751	0.766787	15.0
76	-0.003487	-0.004249	-0.001787	-0.009513	-0.012751	0.766787	15.2
77	-0.001487	-0.005248	0.001213	-0.009513	-0.012752	0.766787	15.4
78	-0.003488	-0.003248	0.005212	-0.009512	-0.012752	0.766788	15.6
79	-0.003488	0.000753	0.000212	-0.009512	-0.012753	0.766788	15.8
80	-0.003488	-0.000247	0.001211	-0.009512	-0.012753	0.766789	16.0
81	-0.002488	-0.000246	0.001211	-0.009512	-0.012754	0.766789	16.2
82	-0.001488	0.000754	0.007211	-0.009512	-0.012754	0.766789	16.4
83	-0.002488	0.003755	-0.005790	-0.009512	-0.012755	0.766790	16.6
84	-0.001489	-0.001245	0.002210	-0.009511	-0.012755	0.766790	16.8
85	-0.001489	-0.005244	0.007209	-0.009511	-0.012756	0.766791	17.0
86	-0.002489	-0.005244	0.001209	-0.009511	-0.012756	0.766791	17.2
87	-0.001489	-0.002244	0.002209	-0.009511	-0.012756	0.766791	17.4
88	-0.002489	0.001757	-0.010792	-0.009511	-0.012757	0.766792	17.6
89	0.000511	-0.000243	-0.004792	-0.009511	-0.012757	0.766792	17.8
90	0.000510	0.002758	0.006207	-0.009510	-0.012758	0.766793	18.0
91	-0.000490	-0.000242	-0.006793	-0.009510	-0.012758	0.766793	18.2
92	0.000510	0.000759	0.015206	-0.009510	-0.012759	0.766794	18.4
93	-0.000490	-0.000241	-0.002794	-0.009510	-0.012759	0.766794	18.6
94	-0.001490	-0.002240	0.005206	-0.009510	-0.012760	0.766794	18.8
95	-0.001490	-0.003240	-0.001795	-0.009510	-0.012760	0.766795	19.0
96	-0.000491	-0.000239	-0.004795	-0.009509	-0.012761	0.766795	19.2
97	-0.000491	0.001761	0.007204	-0.009509	-0.012761	0.766796	19.4
98	-0.001491	0.002761	0.000204	-0.009509	-0.012761	0.766796	19.6
99	-0.001491	0.001762	-0.004796	-0.009509	-0.012762	0.766796	19.8
100	-0.002491	0.000762	0.004203	-0.009509	-0.012762	0.766797	20.0
101	-0.001491	-0.001237	0.002203	-0.009509	-0.012763	0.766797	20.2
102	-0.001492	-0.003237	0.005202	-0.009508	-0.012763	0.766798	20.4
103	-0.001492	-0.004236	-0.005798	-0.009508	-0.012764	0.766798	20.6
104	-0.001492	-0.002236	0.012202	-0.009508	-0.012764	0.766798	20.8
105	-0.002492	-0.001235	-0.004799	-0.009508	-0.012765	0.766799	21.0
106	-0.001492	0.001765	0.005201	-0.009508	-0.012765	0.766799	21.2
107	-0.002492	0.000766	-0.000800	-0.009508	-0.012766	0.766800	21.4
108	-0.003493	-0.001234	-0.004800	-0.009507	-0.012766	0.766800	21.6
109	-0.004493	-0.004233	0.005200	-0.009507	-0.012767	0.766800	21.8
110	-0.005493	-0.001233	-0.009801	-0.009507	-0.012767	0.766801	22.0
111	-0.003493	-0.002233	0.008199	-0.009507	-0.012767	0.766801	22.2
112	-0.004493	0.001768	-0.006802	-0.009507	-0.012768	0.766802	22.4
113	-0.003493	0.000768	-0.002802	-0.009507	-0.012768	0.766802	22.6
114	-0.003493	-0.002231	0.007197	-0.009507	-0.012769	0.766803	22.8
115	-0.000494	-0.001231	0.005197	-0.009506	-0.012769	0.766803	23.0
116	-0.002494	-0.000230	-0.000803	-0.009506	-0.012770	0.766803	23.2
117	-0.003494	-0.001230	0.005196	-0.009506	-0.012770	0.766804	23.4
