2.00,7.00,15.102953,-0.000000,228.099202
2.00,7.00,-0.000000,-0.000000,0.000000
2.00,7.00,-0.132106,-0.098644,0.027183
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,-0.000256,-0.000863,0.000001
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,0.000003,-0.000009,0.000000
2.00,7.00,-0.000000,-0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,-0.000000,-0.000000,0.000000
2.00,7.00,0.000000,0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,-0.000000,0.000000,0.000000
2.00,7.00,0.000000,0.000000,0.000000
2.00,7.00,0.000000,-0.000000,0.000000
2.00,7.00,0.000003,0.000009,0.000000
2.00,7.00,0.000000,0.000000,0.000000
2.00,7.00,-0.000256,0.000863,0.000001
2.00,7.00,-0.000000,0.000000,0.000000
2.00,7.00,-0.132106,0.098644,0.027183
2.00,7.00,0.000000,-0.000000,0.000000
