-0.048,-0.058
-0.036,-0.069
-0.053,-0.106
-0.048,-0.044
-0.049,-0.082
-0.042,-0.091
-0.042,-0.084
-0.041,-0.104
-0.026,-0.107
-0.045,-0.136
-0.04,-0.095
-0.027,-0.066
-0.032,-0.103
-0.032,-0.084
-0.087,-0.086
-0.041,-0.074
-0.017,-0.369
0.113,0.184
-0.084,0.02
0.02,-0.15
-0.069,-0.369
-0.12,-0.249
-0.231,-0.359
0.056,-0.245
-0.032,-0.015
-0.092,-0.369
-0.009,0.086
-0.302,-0.133
-0.055,0.074
0.074,-0.22
0.05,-0.046
0.08,-0.099
0.042,0.042
-0.194,0.215
-0.139,-0.297
0.221,-0.391
-0.024,-0.063
-0.005,-0.125
0.031,0.257
-0.145,-0.371
-0.213,0.066
-0.003,-0.163
-0.096,-0.222
0.02,-0.008
-0.036,0.118
0.154,-0.151
-0.028,-0.186
-0.004,-0.118
0.02,-0.159
-0.096,0.079
-0.179,0.047
-0.349,-0.024
-0.125,-0.235
-0.071,-0.069
-0.137,0.071
-0.056,0.183
-0.146,-0.007
-0.238,-0.209
-0.128,-0.164
-0.252,-0.411
0.04,0.023
-0.269,-0.043
-0.181,0.048
-0.033,-0.165
-0.072,-0.203
-0.094,-0.128
-0.315,0.515
0.038,-0.293
0.02,-0.092
-0.166,-0.031
-0.014,-0.078
-0.003,0.047
-0.164,0.225
-0.23,0.022
-0.072,-0.136
-0.029,-0.033
0.032,-0.246
-0.125,0.015
-0.143,-0.306
-0.044,-0.071
-0.097,-0.178
0.19,-0.13
0.123,0.05
-0.155,-0.055
-0.122,-0.065
-0.098,0.01
-0.033,-0.227
-0.146,-0.198
-0.306,-0.148
0.085,-0.367
-0.097,0.07
0.095,-0.049
0.074,-0.02
0.1,0.537
-0.293,0.203
-0.187,-0.078
0.056,-0.117
0.031,0.025
-0.011,-0.18
-0.061,-0.01
-0.05,-0.3
-0.025,0.12
-0.164,-0.295
0.143,-0.056
-0.003,-0.09
-0.234,-0.01
-0.069,-0.283
-0.013,-0.215
0.086,-0.172
0.02,-0.104
-0.103,-0.288
-0.239,0.239
0.013,-0.072
-0.04,-0.131
0.023,-0.078
-0.073,0.05
-0.224,0.064
0.043,-0.261
0.046,0.118
-0.057,-0.031
-0.135,0.04
0.006,-0.111
0.043,-0.395
0.059,-0.315
0.084,-0.005
-0.037,-0.028
-0.125,-0.088
-0.108,0.027
0.11,-0.166
0.034,-0.013
-0.156,-0.069
0.061,0.017
0.11,-0.088
-0.173,0.228
-0.048,-0.223
0.092,-0.197
-0.132,-0.009
0.135,-0.065
-0.169,0.018
-0.407,-0.257
-0.019,0.117
-0.065,-0.088
-0.109,-0.343
-0.05,-0.104
-0.062,-0.075
-0.059,-0.141
0.139,-0.141
-0.12,-0.369
-0.091,-0.174
-0.159,0.006
0.045,-0.194
0.056,0.043
-0.141,0.03
0,-0.093
-0.203,0.056
-0.076,0.229
-0.017,-0.16
0.014,-0.204
0.012,0.026
-0.085,0.153
-0.002,-0.125
0.041,-0.173
-0.092,0.09
-0.353,-0.194
-0.042,0.015
-0.052,-0.086
-0.234,-0.024
-0.026,-0.217
-0.032,-0.015
-0.098,-0.106
-0.097,-0.122
-0.111,0.198
-0.274,0.214
-0.073,0.008
-0.043,0.018
0.02,-0.044
0.152,-0.293
-0.176,0.194
-0.126,-0.127
0.018,-0.152
0.021,0.004
-0.142,-0.203
-0.04,0.026
-0.094,-0.338
-0.107,0.1
-0.026,-0.038
-0.093,-0.198
-0.153,-0.092
-0.524,-0.776
0.21,0.069
-0.172,-1.349
0.013,-2.393
1.005,1.006
1.179,-0.061
0.477,-0.002
0.425,0.344
1.045,-1.747
0.221,-1.881
0.341,-1.325
0.507,-1.244
1.254,1.697
1.138,-0.012
0.579,0.411
0.94,-0.509
0.719,-1.166
0.583,-0.331
1.589,-1.024
1.408,-3.328
2.308,1.06
1.09,0.612
1.553,-0.693
1.284,0.866
0.742,-1.326
0.854,-2.863
1.237,-0.152
1.146,-1.351
0.741,1.944
0.865,-1.381
1.618,0.631
1.617,-0.394
2.591,0.863
1.134,-2.395
1.338,-1.064
1.938,0.113
1.404,-0.219
0.922,2.92
0.114,-1.433
0.834,1.075
0.443,-1.651
1.41,1.144
1.318,-2.386
1.471,-0.387
1.965,-1.141
1.076,-1.674
1.133,0.708
1.106,0.499
0.833,-0.545
1.326,-0.214
1.065,-2.165
0.842,-0.746
1.169,-0.623
1.072,3.034
1.192,-0.849
0.769,-1.232
1.27,0.055
1.398,0.039
1.655,1.311
1.682,-0.423
1.099,-0.62
1.642,0.829
1.607,-1.604
1.412,2.124
0.756,-1.445
0.931,3.406
0.54,-1.177
1.25,2.192
1.425,-1.373
1.17,-0.9
1.257,-0.216
1.624,-0.672
1.081,-0.222
1.127,-2.217
1.731,-2.099
1.013,-0.823
1.919,1.3
1.163,1.6
0.991,-1.612
1.79,-0.09
0.809,0.294
0.818,-2.301
1.953,0.884
1.22,-2.213
1.472,0.213
1.717,2.822
0.099,0.996
0.174,-1.87
0.365,-1.443
2.123,0.113
0.932,0.367
0.54,-1.503
1.077,-0.046
0.618,0.188
0.768,-1.332
1.557,-1.071
0.68,-0.098
0.6,-0.704
2.269,-0.636
1.158,1.266
1.887,-0.715
1.004,-0.835
0.822,-2.088
1.062,-0.594
1.399,0.389
1.486,0.745
1.802,0.784
1.067,-2.007
1.594,-2.477
1.617,0.84
-0.027,-1.443
0.563,-0.426
1.287,0.862
1.488,-1.684
1.46,-1.05
0.537,-2.422
1.278,0.337
1.418,0.943
0.896,-2.43
0.548,-0.078
1.014,-0.849
1.373,-2.132
1.697,0.659
1.588,0.015
1.56,-1.145
2.009,-1.349
0.916,1.971
1.536,1.361
0.64,-3.781
2.043,1.194
2.016,1.371
0.932,-0.166
0.938,-0.716
1.083,0.877
1.073,0.394
0.71,-1.003
1.181,-0.966
0.945,-0.102
1.723,0.358
1.34,0.206
1.701,0.18
0.858,0.139
1.451,0.652
0.371,0.228
1.669,1.32
1.319,0.659
0.738,-1.572
1.859,-0.527
0.366,-3.034
0.247,-1.282
0.472,-1.659
1.227,0.865
1.787,-1.908
1.15,1.093
0.415,-1.054
0.907,-1.793
0.819,0.386
0.743,0.085
0.284,0.397
0.524,-0.622
1.359,0.012
1.578,-0.007
1.64,-2.618
1.498,0.818
1.383,-0.587
0.98,-1.782
1.803,-0.484
0.82,-1.927
0.482,-0.708
0.789,0.189
0.621,-2.136
0.99,-1.375
0.589,-0.47
0.659,-1.547
1.363,0.601
1.28,0.606
0.564,-0.351
1.051,-1.48
0.253,-1.201
1.531,1.225
0.861,-1.398
1.22,-0.114
0.494,-1.176
0.695,-0.248
0.775,-2.156
1.326,0.723
1.112,-0.293
1.213,-1.555
1.072,-0.166
0.663,-2.869
0.587,-1.298
1.374,2.146
1.394,-0.95
1.985,1.743
1.172,-2.325
0.463,-1.503
1.243,1.406
1.106,-0.039
0.367,-1.297
1.014,-1.488
0.801,-1.526
0.876,1.211
0.844,-2.198
0.463,1.038
0.433,-2.349
0.572,-1.26
0.802,-0.781
0.734,1.445
0.711,-3.105
1.265,0.703
1.62,0.437
0.192,-2.551
1.013,1.234
1.494,-0.861
1.685,1.702
2.357,0.149
1.511,1.728
1.668,-1.676
0.518,-0.767
0.448,-1.547
0.576,-1.372
0.03,-1.648
0.56,-1.101
1.079,0.775
1.472,0.419
0.72,-1.218
0.752,0.965
0.83,0.278
0.657,-0.439
1.689,0.088
0.894,0.036
0.724,-0.918
0.122,-1.581
1.132,-0.118
0.867,-1.135
1.386,-1.977
0.589,-0.222
0.339,-1.952
1.171,2.206
0.645,-1.02
0.241,-0.762
1.041,-2.025
0.447,-1.769
1.457,1.451
1.09,0.172
0.717,-2.86
1.273,0.785
0.731,-1.621
0.365,-0.118
1.063,-1.033
1.329,-0.213
1.168,0.56
1.147,-0.79
1.092,1.507
1.365,1.51
0.074,-1.447
0.571,-1.561
0.977,0.086
1.013,0.848
0.447,-1.532
0.861,-0.571
1.157,-2.693
2.457,1.958
0.583,-0.415
1.926,1.397
0.59,-1.283
1.683,1.726
