-0.045,-0.082
-0.058,-0.076
-0.049,-0.085
-0.069,-0.085
-0.065,-0.046
-0.066,-0.101
-0.069,-0.101
-0.077,-0.101
-0.067,-0.096
-0.077,-0.079
-0.061,-0.085
-0.078,-0.089
-0.108,-0.122
-0.001,-0.039
-0.026,-0.163
-0.127,-0.363
-0.053,0.084
-0.184,0.041
0.102,-0.042
-0.12,-0.209
-0.124,-0.075
-0.134,-0.197
-0.245,-0.127
-0.134,0.088
0.071,-0.063
-0.05,-0.314
-0.038,-0.173
0.071,-0.145
-0.136,-0.003
-0.187,-0.209
0.031,-0.183
-0.067,-0.176
-0.204,-0.082
0.061,-0.001
-0.084,-0.381
-0.165,-0.037
-0.317,-0.387
0.019,-0.114
-0.109,-0.198
0.123,-0.053
0.093,-0.312
0.061,-0.029
-0.257,-0.093
-0.027,-0.012
-0.037,-0.201
-0.22,0.147
-0.027,-0.008
-0.048,-0.375
0.03,-0.051
0.052,-0.166
-0.167,-0.084
-0.168,-0.211
-0.25,-0.063
-0.062,-0.226
-0.089,-0.128
0.128,0.009
-0.158,-0.004
0.074,-0.242
-0.113,-0.097
-0.058,-0.244
-0.129,-0.136
-0.228,0.162
-0.121,-0.306
0.069,0.082
0.014,-0.028
0.067,-0.074
-0.078,-0.117
-0.239,0.14
-0.221,-0.201
-0.174,-0.27
0.033,-0.096
-0.075,0.08
-0.026,0.115
0.032,-0.233
-0.12,0.042
-0.133,-0.087
-0.059,-0.042
-0.071,-0.057
-0.035,0.277
-0.044,-0.158
-0.019,-0.066
-0.1,0.063
-0.014,-0.039
-0.201,0.137
-0.156,0.253
-0.036,-0.096
0.088,0.07
-0.108,-0.026
-0.037,-0.037
-0.3,0.171
-0.13,-0.203
-0.096,-0.009
-0.141,-0.026
-0.038,-0.04
0.032,0.111
-0.048,-0.057
-0.156,-0.16
-0.101,-0.197
-0.082,-0.336
-0.101,0.058
-0.151,-0.104
-0.111,-0.168
0.107,0.048
-0.033,0.016
0.088,-0.028
-0.186,0.19
-0.252,0.19
-0.01,-0.234
0.043,-0.201
-0.023,0.028
-0.048,0.031
-0.149,0.063
-0.192,-0.286
-0.047,-0.023
-0.017,-0.071
-0.066,-0.105
-0.024,0.149
0.077,0.118
0.001,-0.294
-0.04,0.02
0.092,-0.139
-0.066,-0.096
-0.134,-0.237
-0.152,0.211
-0.041,0.032
-0.032,-0.018
0.055,-0.042
-0.1,0
-0.308,0.193
-0.133,-0.274
0.084,-0.134
0.004,0.027
-0.237,-0.114
-0.098,0.158
0.027,-0.045
-0.153,0.056
-0.044,-0.056
-0.231,-0.015
-0.151,-0.034
-0.047,-0.095
0.087,-0.252
-0.068,-0.007
-0.112,0.045
0.113,-0.011
-0.117,0.172
-0.131,-0.093
-0.296,-0.214
-0.008,0.039
-0.011,-0.01
0.017,-0.174
-0.196,0.069
-0.274,-0.096
0.004,-0.168
-0.134,-0.174
0.001,0.178
0.023,0.065
-0.065,0.009
-0.111,-0.139
0.159,-0.003
0.161,-0.067
-0.064,-0.083
-0.173,0.106
-0.136,-0.285
-0.01,0.023
-0.107,-0.069
0.069,0.079
-0.146,-0.036
-0.211,0.214
-0.099,-0.243
-0.074,0.034
-0.021,0.093
0.083,0.36
-0.09,0.076
-0.261,-0.367
-0.147,0.046
-0.03,-0.109
-0.089,0.13
-0.038,0.037
0.063,0.286
-0.196,-0.27
-0.025,0.284
0.805,-0.678
0.87,-0.724
0.462,-0.601
0.485,-0.87
0.326,-0.533
0.68,-0.246
-0.831,-4.124
-0.257,-3.77
0.825,-0.377
0.124,-1.972
0.115,-1.463
0.611,0.179
1.188,0.682
1.959,1.314
0.974,-1.706
1.237,0.588
1.455,-0.492
0.81,-0.927
1.733,1.426
2.26,-0.082
1.129,-2.116
1.532,-0.711
1.332,-0.942
1.256,0.843
0.981,-1.342
0.34,-1.601
2.932,-0.85
0.234,0.362
1.032,-1.375
1.356,-0.602
0.56,-0.042
1.314,-0.949
1.104,-0.695
1.975,0.476
1.056,-1.289
0.883,1.022
1.171,1.699
1.246,-0.16
0.847,1.351
0.215,-0.916
0.853,-1.14
1.712,0.796
1.173,2.303
0.802,-0.096
1.032,-1.246
1.147,0.44
0.48,-0.725
0.948,0.048
1.129,-2.448
1.249,-0.045
0.159,-1.358
1.04,-1.338
1.767,2.496
0.618,1.182
1.939,-0.328
0.982,-2.593
0.944,-0.897
-0.045,0.007
2.073,-0.376
0.936,1.671
1.308,-1.885
0.757,-0.597
1.759,0.158
1.818,-1.431
0.582,0.84
1.918,2.019
2.215,1.059
0.651,-0.885
0.945,0.294
0.202,-3.681
0.138,0.496
0.652,-2.045
1.535,-1.51
2.08,0.966
0.171,-0.836
0.089,-2.197
0.528,1.396
0.058,0.472
1.359,0.047
0.694,-0.402
0.797,-0.478
0.538,-2.441
1.274,-1.679
1.462,-0.365
0.163,1.143
1.795,0.821
1.193,-0.739
1.613,1.42
1.199,0.119
1.163,0.636
1.525,-1.268
0.272,1.468
0.738,0.371
0.966,-0.258
-0.035,-0.001
0.32,1.16
0.819,-0.541
1.333,-0.599
1.014,0.452
1.219,0.979
0.631,0.624
0.011,-0.841
0.849,-1.602
-0.225,-4.435
1.195,-0.044
0.644,-0.718
1.623,4.393
0.42,-1.571
1.295,1.758
-0.157,-1.186
0.815,1.118
0.748,-1.251
1.54,0.953
0.822,2.304
1.607,-3.991
0.263,0.945
0.419,-1.233
0.734,-0.257
1.141,-0.225
