0.0	-0.647101	-0.011803	0.647209
15.0	-0.635823	-0.093943	0.642725
30.0	-0.582985	-0.245620	0.632614
45.0	-0.483387	-0.387531	0.619551
60.0	-0.370406	-0.505981	0.627071
75.0	-0.221472	-0.596189	0.635997
90.0	-0.020240	-0.625305	0.625632
105.0	0.156333	-0.619552	0.638972
120.0	0.316432	-0.556526	0.640196
135.0	0.437881	-0.463827	0.637868
150.0	0.543006	-0.335498	0.638290
165.0	0.604422	-0.200626	0.636849
180.0	0.634052	-0.037289	0.635147
195.0	0.618560	0.135118	0.633145
210.0	0.565754	0.285381	0.633656
225.0	0.484633	0.407461	0.633162
240.0	0.387817	0.498688	0.631737
255.0	0.272095	0.570972	0.632491
270.0	0.144257	0.620261	0.636815
285.0	0.008675	0.646289	0.646347
300.0	-0.172216	0.618888	0.642402
315.0	-0.336222	0.545048	0.640409
330.0	-0.493543	0.403671	0.637601
345.0	-0.606622	0.188087	0.635112
