0.0,-0.638997,0.026092,0.639530
15.0,-0.622263,-0.147535,0.639514
30.0,-0.558573,-0.311369,0.639495
45.0,-0.452186,-0.452186,0.639487
60.0,-0.311369,-0.558573,0.639495
75.0,-0.147535,-0.622263,0.639514
90.0,0.026092,-0.638997,0.639530
105.0,0.195983,-0.608761,0.639531
120.0,0.349713,-0.535423,0.639513
135.0,0.477001,-0.425924,0.639485
150.0,0.570292,-0.289262,0.639457
165.0,0.624923,-0.135499,0.639444
180.0,0.638956,0.025068,0.639448
195.0,0.612869,0.182499,0.639464
210.0,0.549191,0.327605,0.639480
225.0,0.452186,0.452186,0.639487
240.0,0.327605,0.549191,0.639480
255.0,0.182499,0.612869,0.639464
270.0,0.025068,0.638956,0.639448
285.0,-0.135499,0.624923,0.639444
300.0,-0.289262,0.570292,0.639457
315.0,-0.425924,0.477001,0.639485
330.0,-0.535423,0.349713,0.639513
345.0,-0.608761,0.195983,0.639531
