-0.064,0.009
-0.04,-0.017
-0.043,-0.032
-0.081,-0.022
-0.095,-0.037
-0.101,-0.057
-0.071,-0.014
-0.104,0.008
-0.115,0.013
-0.119,0.047
-0.109,0.016
-0.132,-0.032
-0.184,0.026
-0.157,0.056
-0.123,0.055
-0.166,0.01
-0.319,0.202
-0.052,-0.12
-0.331,-0.008
-0.103,0.067
-0.443,0.095
-0.384,0.219
-0.183,0.126
-0.141,0.049
-0.192,0.044
-0.147,-0.072
-0.164,0.023
-0.129,-0.085
0.074,0.12
-0.218,0.063
-0.438,0.054
-0.254,0.144
-0.525,-0.209
-0.251,0.182
-0.115,0.069
-0.356,0.211
-0.164,-0.019
-0.267,0.106
-0.443,0.199
-0.365,0.024
-0.358,0.072
-0.084,0.051
-0.125,0.378
-0.306,0.27
-0.035,-0.057
-0.243,0.148
-0.302,0.054
-0.408,-0.021
-0.067,0.13
-0.274,-0.095
-0.063,0.012
-0.212,-0.132
-0.203,-0.061
-0.241,-0.041
-0.34,0.011
-0.113,0.091
-0.165,0.011
-0.5,0.227
-0.081,0.045
-0.028,0.058
-0.363,0.217
-0.119,-0.118
-0.045,-0.156
-0.278,0.088
-0.406,-0.089
-0.114,0.068
-0.217,0.048
-0.521,0.26
-0.111,-0.175
-0.402,0.02
-0.258,0.054
-0.218,0.043
-0.094,-0.189
-0.097,0.018
-0.254,0.184
-0.136,-0.024
-0.33,0.043
-0.281,0.344
-0.079,-0.026
-0.319,-0.067
-0.216,-0.008
-0.121,-0.093
-0.38,0.027
-0.154,-0.295
-0.277,0.341
-0.102,0.038
-0.316,-0.075
-0.067,0.082
-0.199,-0.038
-0.295,-0.035
-0.14,-0.035
-0.29,-0.052
-0.379,-0.025
-0.35,0.002
-0.099,-0.135
-0.097,-0.054
-0.411,0.011
-0.189,0.026
-0.26,0.195
-0.361,0.257
-0.03,-0.082
-0.11,-0.158
-0.23,0.093
-0.098,-0.113
-0.332,0.091
-0.404,-0.325
-0.327,-0.015
-0.021,-0.017
-0.159,-0.242
-0.201,0.102
-0.297,-0.257
-0.29,-0.199
-0.2,-0.034
-0.177,0.011
-0.27,-0.015
-0.247,-0.123
-0.256,0.1
-0.226,-0.092
-0.198,-0.189
-0.17,-0.093
-0.291,-0.184
-0.473,0.112
-0.115,-0.252
-0.321,-0.152
-0.127,-0.053
-0.083,-0.231
-0.163,0.061
-0.409,-0.449
-0.376,-0.148
-0.249,-0.3
-0.132,-0.244
-0.333,-0.174
-0.406,-0.206
-0.18,-0.322
-0.325,-0.038
-0.333,-0.047
-0.212,-0.192
-0.234,-0.166
-0.237,-0.032
-0.037,-0.315
-0.025,-0.275
-0.231,-0.098
-0.286,-0.107
-0.373,-0.172
-0.391,-0.499
-0.317,-0.15
-0.306,-0.359
-0.313,-0.334
-0.156,-0.074
-0.285,-0.586
-0.33,-0.064
-0.203,-0.309
-0.304,-0.222
-0.316,-0.26
-0.329,-0.298
-0.231,-0.072
-0.267,-0.198
-0.19,-0.189
-0.093,-0.139
-0.112,-0.174
-0.424,-0.099
-0.19,-0.396
-0.205,-0.418
-0.33,-0.311
-0.204,-0.14
