ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       614
トリガ点,         0
開始時刻,2021-07-31,11:52:33
終了時刻,2021-07-31,12:02:46
トリガ時刻,2021-07-31,11:52:33
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,11:52:33,     0,- 0.078,- 0.059,LLLL,LLLL
         2,2021/7/31,11:52:34,     0,- 0.061,- 0.067,LLLL,LLLL
         3,2021/7/31,11:52:35,     0,- 0.069,- 0.068,LLLL,LLLL
         4,2021/7/31,11:52:36,     0,- 0.073,- 0.052,LLLL,LLLL
         5,2021/7/31,11:52:37,     0,- 0.080,- 0.059,LLLL,LLLL
         6,2021/7/31,11:52:38,     0,- 0.076,- 0.066,LLLL,LLLL
         7,2021/7/31,11:52:39,     0,- 0.066,- 0.058,LLLL,LLLL
         8,2021/7/31,11:52:40,     0,- 0.071,- 0.088,LLLL,LLLL
         9,2021/7/31,11:52:41,     0,- 0.085,- 0.086,LLLL,LLLL
        10,2021/7/31,11:52:42,     0,- 0.075,- 0.086,LLLL,LLLL
        11,2021/7/31,11:52:43,     0,- 0.070,- 0.071,LLLL,LLLL
        12,2021/7/31,11:52:44,     0,- 0.078,- 0.094,LLLL,LLLL
        13,2021/7/31,11:52:45,     0,- 0.079,- 0.092,LLLL,LLLL
        14,2021/7/31,11:52:46,     0,- 0.035,+ 0.007,LLLL,LLLL
