ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       648
トリガ点,         0
開始時刻,2021-07-31,13:28:59
終了時刻,2021-07-31,13:39:46
トリガ時刻,2021-07-31,13:28:59
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,13:28:59,     0,- 0.064,+ 0.009,LLLL,LLLL
         2,2021/7/31,13:29:00,     0,- 0.040,- 0.017,LLLL,LLLL
         3,2021/7/31,13:29:01,     0,- 0.043,- 0.032,LLLL,LLLL
         4,2021/7/31,13:29:02,     0,- 0.081,- 0.022,LLLL,LLLL
         5,2021/7/31,13:29:03,     0,- 0.095,- 0.037,LLLL,LLLL
         6,2021/7/31,13:29:04,     0,- 0.101,- 0.057,LLLL,LLLL
         7,2021/7/31,13:29:05,     0,- 0.071,- 0.014,LLLL,LLLL
         8,2021/7/31,13:29:06,     0,- 0.104,+ 0.008,LLLL,LLLL
         9,2021/7/31,13:29:07,     0,- 0.115,+ 0.013,LLLL,LLLL
        10,2021/7/31,13:29:08,     0,- 0.119,+ 0.047,LLLL,LLLL
        11,2021/7/31,13:29:09,     0,- 0.109,+ 0.016,LLLL,LLLL
        12,2021/7/31,13:29:10,     0,- 0.132,- 0.032,LLLL,LLLL
        13,2021/7/31,13:29:11,     0,- 0.184,+ 0.026,LLLL,LLLL
        14,2021/7/31,13:29:12,     0,- 0.157,+ 0.056,LLLL,LLLL
        15,2021/7/31,13:29:13,     0,- 0.123,+ 0.055,LLLL,LLLL
        16,2021/7/31,13:29:14,     0,- 0.166,+ 0.010,LLLL,LLLL
        17,2021/7/31,13:29:15,     0,- 0.319,+ 0.202,LLLL,LLLL
        18,2021/7/31,13:29:16,     0,- 0.052,- 0.120,LLLL,LLLL
        19,2021/7/31,13:29:17,     0,- 0.331,- 0.008,LLLL,LLLL
        20,2021/7/31,13:29:18,     0,- 0.103,+ 0.067,LLLL,LLLL
        21,2021/7/31,13:29:19,     0,- 0.443,+ 0.095,LLLL,LLLL
        22,2021/7/31,13:29:20,     0,- 0.384,+ 0.219,LLLL,LLLL
        23,2021/7/31,13:29:21,     0,- 0.183,+ 0.126,LLLL,LLLL
        24,2021/7/31,13:29:22,     0,- 0.141,+ 0.049,LLLL,LLLL
        25,2021/7/31,13:29:23,     0,- 0.192,+ 0.044,LLLL,LLLL
        26,2021/7/31,13:29:24,     0,- 0.147,- 0.072,LLLL,LLLL
        27,2021/7/31,13:29:25,     0,- 0.164,+ 0.023,LLLL,LLLL
        28,2021/7/31,13:29:26,     0,- 0.129,- 0.085,LLLL,LLLL
        29,2021/7/31,13:29:27,     0,+ 0.074,+ 0.120,LLLL,LLLL
        30,2021/7/31,13:29:28,     0,- 0.218,+ 0.063,LLLL,LLLL
        31,2021/7/31,13:29:29,     0,- 0.438,+ 0.054,LLLL,LLLL
        32,2021/7/31,13:29:30,     0,- 0.254,+ 0.144,LLLL,LLLL
        33,2021/7/31,13:29:31,     0,- 0.525,- 0.209,LLLL,LLLL
        34,2021/7/31,13:29:32,     0,- 0.251,+ 0.182,LLLL,LLLL
        35,2021/7/31,13:29:33,     0,- 0.115,+ 0.069,LLLL,LLLL
        36,2021/7/31,13:29:34,     0,- 0.356,+ 0.211,LLLL,LLLL
        37,2021/7/31,13:29:35,     0,- 0.164,- 0.019,LLLL,LLLL
        38,2021/7/31,13:29:36,     0,- 0.267,+ 0.106,LLLL,LLLL
        39,2021/7/31,13:29:37,     0,- 0.443,+ 0.199,LLLL,LLLL
        40,2021/7/31,13:29:38,     0,- 0.365,+ 0.024,LLLL,LLLL
        41,2021/7/31,13:29:39,     0,- 0.358,+ 0.072,LLLL,LLLL
        42,2021/7/31,13:29:40,     0,- 0.084,+ 0.051,LLLL,LLLL
        43,2021/7/31,13:29:41,     0,- 0.125,+ 0.378,LLLL,LLLL
        44,2021/7/31,13:29:42,     0,- 0.306,+ 0.270,LLLL,LLLL
        45,2021/7/31,13:29:43,     0,- 0.035,- 0.057,LLLL,LLLL
        46,2021/7/31,13:29:44,     0,- 0.243,+ 0.148,LLLL,LLLL
        47,2021/7/31,13:29:45,     0,- 0.302,+ 0.054,LLLL,LLLL
        48,2021/7/31,13:29:46,     0,- 0.408,- 0.021,LLLL,LLLL
        49,2021/7/31,13:29:47,     0,- 0.067,+ 0.130,LLLL,LLLL
        50,2021/7/31,13:29:48,     0,- 0.274,- 0.095,LLLL,LLLL
        51,2021/7/31,13:29:49,     0,- 0.063,+ 0.012,LLLL,LLLL
        52,2021/7/31,13:29:50,     0,- 0.212,- 0.132,LLLL,LLLL
        53,2021/7/31,13:29:51,     0,- 0.203,- 0.061,LLLL,LLLL
        54,2021/7/31,13:29:52,     0,- 0.241,- 0.041,LLLL,LLLL
