ベンダ,"GRAPHTEC Corporation"
モデル,"GL2000"
バージョン,"Ver1.10  ","Rev0001"
最大CH数,4
Logic/Pulse,Off
温度単位,C
測定間隔,1s
測定点数,       639
トリガ点,         0
開始時刻,2021-07-31,14:08:55
終了時刻,2021-07-31,14:19:33
トリガ時刻,2021-07-31,14:08:55
アンプ設定
CH,信号名,アンプ,入力,レンジ,フィルタ,スパン,,単位,線色,,,線幅
CH1,"CH1","M",DC,10V,Off,+5.000,-5.000,V,28,5,6,0
CH2,"CH2","M",DC,10V,Off,+5.000,-5.000,V,0,13,23,0
XY設定
XY,トレース,X軸,Y軸
XY1,On,CH1,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH4
XY4,Off,CH1,CH2
ポジション・バーニア設定
CH,ポジション,バーニア
CH1,50%,100.0%
CH2,50%,100.0%
CH3,50%,100.0%
CH4,50%,100.0%
測定値
番号,日付,時間,us,CH1,CH2,Alarm,AlarmOut
NO.,Date,Time,us,"V","V","A1234","AO1234"
         1,2021/7/31,14:08:55,     0,- 0.029,- 0.093,LLLL,LLLL
         2,2021/7/31,14:08:56,     0,- 0.065,- 0.050,LLLL,LLLL
         3,2021/7/31,14:08:57,     0,- 0.082,- 0.058,LLLL,LLLL
         4,2021/7/31,14:08:58,     0,- 0.068,- 0.057,LLLL,LLLL
         5,2021/7/31,14:08:59,     0,- 0.066,- 0.057,LLLL,LLLL
         6,2021/7/31,14:09:00,     0,- 0.032,- 0.060,LLLL,LLLL
         7,2021/7/31,14:09:01,     0,- 0.087,- 0.047,LLLL,LLLL
         8,2021/7/31,14:09:02,     0,- 0.068,- 0.053,LLLL,LLLL
         9,2021/7/31,14:09:03,     0,- 0.070,- 0.047,LLLL,LLLL
        10,2021/7/31,14:09:04,     0,- 0.061,- 0.067,LLLL,LLLL
        11,2021/7/31,14:09:05,     0,- 0.089,- 0.078,LLLL,LLLL
        12,2021/7/31,14:09:06,     0,- 0.088,- 0.084,LLLL,LLLL
        13,2021/7/31,14:09:07,     0,- 0.060,- 0.082,LLLL,LLLL
        14,2021/7/31,14:09:08,     0,- 0.040,- 0.001,LLLL,LLLL
        15,2021/7/31,14:09:09,     0,- 0.169,- 0.173,LLLL,LLLL
        16,2021/7/31,14:09:10,     0,- 0.033,- 0.170,LLLL,LLLL
        17,2021/7/31,14:09:11,     0,+ 0.029,+ 0.057,LLLL,LLLL
        18,2021/7/31,14:09:12,     0,- 0.157,- 0.037,LLLL,LLLL
        19,2021/7/31,14:09:13,     0,- 0.032,- 0.050,LLLL,LLLL
        20,2021/7/31,14:09:14,     0,+ 0.118,- 0.150,LLLL,LLLL
        21,2021/7/31,14:09:15,     0,- 0.110,+ 0.293,LLLL,LLLL
        22,2021/7/31,14:09:16,     0,- 0.203,+ 0.176,LLLL,LLLL
        23,2021/7/31,14:09:17,     0,- 0.105,- 0.265,LLLL,LLLL
        24,2021/7/31,14:09:18,     0,- 0.082,- 0.215,LLLL,LLLL
        25,2021/7/31,14:09:19,     0,- 0.082,- 0.061,LLLL,LLLL
        26,2021/7/31,14:09:20,     0,- 0.097,+ 0.015,LLLL,LLLL
        27,2021/7/31,14:09:21,     0,- 0.018,+ 0.037,LLLL,LLLL
        28,2021/7/31,14:09:22,     0,- 0.040,- 0.213,LLLL,LLLL
        29,2021/7/31,14:09:23,     0,- 0.102,- 0.063,LLLL,LLLL
        30,2021/7/31,14:09:24,     0,- 0.023,- 0.164,LLLL,LLLL
        31,2021/7/31,14:09:25,     0,- 0.291,- 0.398,LLLL,LLLL
        32,2021/7/31,14:09:26,     0,- 0.166,- 0.095,LLLL,LLLL
        33,2021/7/31,14:09:27,     0,- 0.170,- 0.404,LLLL,LLLL
        34,2021/7/31,14:09:28,     0,+ 0.017,- 0.324,LLLL,LLLL
        35,2021/7/31,14:09:29,     0,- 0.105,+ 0.023,LLLL,LLLL
        36,2021/7/31,14:09:30,     0,- 0.182,+ 0.011,LLLL,LLLL
        37,2021/7/31,14:09:31,     0,- 0.012,- 0.247,LLLL,LLLL
        38,2021/7/31,14:09:32,     0,+ 0.078,+ 0.104,LLLL,LLLL
        39,2021/7/31,14:09:33,     0,- 0.213,+ 0.023,LLLL,LLLL
        40,2021/7/31,14:09:34,     0,+ 0.053,- 0.152,LLLL,LLLL
        41,2021/7/31,14:09:35,     0,+ 0.109,- 0.399,LLLL,LLLL
        42,2021/7/31,14:09:36,     0,- 0.047,- 0.217,LLLL,LLLL
        43,2021/7/31,14:09:37,     0,- 0.161,+ 0.102,LLLL,LLLL
        44,2021/7/31,14:09:38,     0,- 0.243,+ 0.079,LLLL,LLLL
        45,2021/7/31,14:09:39,     0,- 0.158,- 0.301,LLLL,LLLL
        46,2021/7/31,14:09:40,     0,- 0.174,- 0.077,LLLL,LLLL
        47,2021/7/31,14:09:41,     0,- 0.119,- 0.278,LLLL,LLLL
        48,2021/7/31,14:09:42,     0,- 0.080,- 0.245,LLLL,LLLL
        49,2021/7/31,14:09:43,     0,- 0.007,- 0.116,LLLL,LLLL
        50,2021/7/31,14:09:44,     0,- 0.313,- 0.251,LLLL,LLLL
        51,2021/7/31,14:09:45,     0,- 0.107,- 0.157,LLLL,LLLL
        52,2021/7/31,14:09:46,     0,- 0.051,- 0.206,LLLL,LLLL
        53,2021/7/31,14:09:47,     0,- 0.179,- 0.316,LLLL,LLLL
        54,2021/7/31,14:09:48,     0,- 0.200,- 0.337,LLLL,LLLL
        55,2021/7/31,14:09:49,     0,- 0.303,- 0.050,LLLL,LLLL
        56,2021/7/31,14:09:50,     0,- 0.054,- 0.497,LLLL,LLLL
        57,2021/7/31,14:09:51,     0,- 0.024,- 0.090,LLLL,LLLL
        58,2021/7/31,14:09:52,     0,- 0.308,+ 0.015,LLLL,LLLL
        59,2021/7/31,14:09:53,     0,+ 0.046,- 0.066,LLLL,LLLL
        60,2021/7/31,14:09:54,     0,- 0.071,- 0.154,LLLL,LLLL
        61,2021/7/31,14:09:55,     0,- 0.233,- 0.042,LLLL,LLLL
