11.874000	0.000000
1.846863	0.007812
2.265579	0.015625
0.283423	0.023438
0.537031	0.031250
0.848678	0.039062
2.802157	0.046875
2.032538	0.054688
0.881511	0.062500
0.778710	0.070312
0.364169	0.078125
0.480400	0.085938
0.361795	0.093750
0.977065	0.101562
1.819982	0.109375
1.608050	0.117188
2.516121	0.125000
0.657107	0.132812
1.074946	0.140625
0.663826	0.148438
1.630370	0.156250
0.275285	0.164062
2.389795	0.171875
4.125671	0.179688
0.908826	0.187500
1.331684	0.195312
0.600774	0.203125
0.138136	0.210938
0.488619	0.218750
2.344274	0.226562
3.032774	0.234375
1.511352	0.242188
1.581597	0.250000
1.617367	0.257812
0.964669	0.265625
1.513121	0.273438
1.177183	0.281250
1.248050	0.289062
1.754767	0.296875
0.358127	0.304688
1.521514	0.312500
0.799069	0.320312
1.572687	0.328125
0.755676	0.335938
2.798472	0.343750
2.070581	0.351562
2.774382	0.359375
0.777615	0.367188
0.877644	0.375000
0.406629	0.382812
1.094844	0.390625
0.504950	0.398438
2.935248	0.406250
3.525499	0.414062
1.748730	0.421875
1.453845	0.429688
0.437603	0.437500
0.714777	0.445312
1.194967	0.453125
2.586154	0.460938
2.148689	0.468750
0.713322	0.476562
0.660962	0.484375
0.746153	0.492188
0.924000	0.500000
0.746153	0.507812
0.660962	0.515625
0.713322	0.523438
2.148689	0.531250
2.586154	0.539062
1.194967	0.546875
0.714777	0.554688
0.437603	0.562500
1.453845	0.570312
1.748730	0.578125
3.525499	0.585938
2.935248	0.593750
0.504950	0.601562
1.094844	0.609375
0.406629	0.617188
0.877644	0.625000
0.777615	0.632812
2.774382	0.640625
2.070581	0.648438
2.798472	0.656250
0.755676	0.664062
1.572687	0.671875
0.799069	0.679688
1.521514	0.687500
0.358127	0.695312
1.754767	0.703125
1.248050	0.710938
1.177183	0.718750
1.513121	0.726562
0.964669	0.734375
1.617367	0.742188
1.581597	0.750000
1.511352	0.757812
3.032774	0.765625
2.344274	0.773438
0.488619	0.781250
0.138136	0.789062
0.600774	0.796875
1.331684	0.804688
0.908826	0.812500
4.125671	0.820312
2.389795	0.828125
0.275285	0.835938
1.630370	0.843750
0.663826	0.851562
1.074946	0.859375
0.657107	0.867188
2.516121	0.875000
1.608050	0.882812
1.819982	0.890625
0.977065	0.898438
0.361795	0.906250
0.480400	0.914062
0.364169	0.921875
0.778710	0.929688
0.881511	0.937500
2.032538	0.945312
2.802157	0.953125
0.848678	0.960938
0.537031	0.968750
0.283423	0.976562
2.265579	0.984375
1.846863	0.992188
