0.0,-0.631601,0.081238,0.636805
15.0,-0.589004,0.229642,0.632187
30.0,-0.513183,0.364274,0.629327
45.0,-0.408130,0.478436,0.628865
60.0,-0.278797,0.566003,0.630941
75.0,-0.131284,0.621427,0.635143
90.0,0.026928,0.639983,0.640550
105.0,0.186829,0.618271,0.645883
120.0,0.337989,0.554938,0.649764
135.0,0.469074,0.451501,0.651063
150.0,0.568815,0.313016,0.649253
165.0,0.627369,0.148341,0.644668
180.0,0.637841,-0.030232,0.638558
195.0,0.597601,-0.208073,0.632789
210.0,0.509055,-0.369893,0.629252
225.0,0.379601,-0.501708,0.629132
240.0,0.220731,-0.592662,0.632432
255.0,0.046458,-0.636301,0.637995
270.0,-0.128565,-0.631059,0.644022
285.0,-0.290824,-0.579909,0.648747
300.0,-0.429258,-0.489389,0.650972
315.0,-0.535942,-0.368299,0.650291
330.0,-0.606145,-0.226427,0.647055
345.0,-0.637940,-0.073537,0.642165
