0.0	-1.002	-0.001	1.002
15.0	-0.966	-0.265	1.002
30.0	-0.862	-0.511	1.002
45.0	-0.697	-0.719	1.002
60.0	-0.484	-0.877	1.001
75.0	-0.242	-0.972	1.002
90.0	0.019	-1.002	1.002
105.0	0.277	-0.963	1.002
120.0	0.516	-0.859	1.002
135.0	0.718	-0.698	1.002
150.0	0.872	-0.491	1.001
165.0	0.967	-0.256	1.000
180.0	1.000	-0.001	1.000
195.0	0.967	0.253	1.000
210.0	0.871	0.492	1.000
225.0	0.717	0.698	1.001
240.0	0.515	0.859	1.002
255.0	0.278	0.963	1.002
270.0	0.019	1.002	1.003
285.0	-0.241	0.973	1.002
300.0	-0.485	0.876	1.002
315.0	-0.697	0.719	1.001
330.0	-0.862	0.509	1.001
345.0	-0.966	0.263	1.001
