0.0,-0.994074,0.074050,0.996828
15.0,-0.989996,-0.180682,1.006349
30.0,-0.922072,-0.422390,1.014214
45.0,-0.795380,-0.636223,1.018532
60.0,-0.618164,-0.809206,1.018303
75.0,-0.401381,-0.930724,1.013584
90.0,-0.158229,-0.992951,1.005479
105.0,0.096353,-0.991272,0.995944
120.0,0.346304,-0.924671,0.987392
135.0,0.575186,-0.796070,0.982124
150.0,0.767125,-0.612540,0.981676
165.0,0.907940,-0.385265,0.986298
180.0,0.986365,-0.129159,0.994785
195.0,0.995270,0.137963,1.004787
210.0,0.932637,0.396666,1.013487
225.0,0.802119,0.627545,1.018434
240.0,0.612984,0.813051,1.018235
255.0,0.379386,0.939209,1.012939
270.0,0.119036,0.996951,1.004032
285.0,-0.148519,0.982870,0.994027
300.0,-0.403744,0.899276,0.985752
315.0,-0.628794,0.753645,0.981511
330.0,-0.808825,0.557605,0.982406
345.0,-0.932842,0.325687,0.988061
