0	0.008066	0.001560	0.006496	-0.018066	-0.014560	0.767504
1	0.009071	0.003562	-0.000504	-0.018071	-0.014562	0.767504
2	0.009077	0.006563	0.006496	-0.018077	-0.014563	0.767504
3	0.009083	0.009565	-0.003504	-0.018083	-0.014565	0.767504
4	0.009089	0.010567	0.005496	-0.018089	-0.014567	0.767504
5	0.008095	0.007569	-0.004504	-0.018095	-0.014569	0.767504
6	0.011101	0.004570	0.005497	-0.018101	-0.014570	0.767503
7	0.010107	0.004572	-0.005503	-0.018107	-0.014572	0.767503
8	0.007113	0.008574	0.002497	-0.018113	-0.014574	0.767503
9	0.007118	0.004576	0.000497	-0.018118	-0.014576	0.767503
10	0.010124	0.005578	0.002497	-0.018124	-0.014578	0.767503
11	0.009130	0.007579	-0.002503	-0.018130	-0.014579	0.767503
12	0.005136	0.007581	0.004497	-0.018136	-0.014581	0.767503
13	0.006142	0.009583	-0.001503	-0.018142	-0.014583	0.767503
14	0.007148	0.012585	0.002497	-0.018148	-0.014585	0.767503
15	0.007154	0.007586	0.000497	-0.018154	-0.014586	0.767503
16	0.005160	0.006588	-0.003503	-0.018160	-0.014588	0.767503
17	0.004165	0.004590	0.000498	-0.018165	-0.014590	0.767502
18	0.005171	0.006592	0.004498	-0.018171	-0.014592	0.767502
19	0.003177	0.007594	-0.001502	-0.018177	-0.014594	0.767502
20	0.003183	0.010595	0.002498	-0.018183	-0.014595	0.767502
21	0.003189	0.008597	-0.001502	-0.018189	-0.014597	0.767502
22	0.004195	0.007599	-0.002502	-0.018195	-0.014599	0.767502
23	0.004201	0.004601	0.001498	-0.018201	-0.014601	0.767502
24	0.002206	0.003603	-0.001502	-0.018206	-0.014603	0.767502
25	0.001212	0.002604	0.000498	-0.018212	-0.014604	0.767502
26	0.003218	0.007606	0.004498	-0.018218	-0.014606	0.767502
27	0.003224	0.007608	0.000499	-0.018224	-0.014608	0.767501
28	0.002230	0.010610	-0.000501	-0.018230	-0.014610	0.767501
29	0.002236	0.009611	0.006499	-0.018236	-0.014611	0.767501
30	0.005242	0.004613	-0.001501	-0.018242	-0.014613	0.767501
31	0.005248	0.004615	-0.004501	-0.018248	-0.014615	0.767501
32	0.002253	0.003617	-0.002501	-0.018253	-0.014617	0.767501
33	0.005259	0.008619	0.000499	-0.018259	-0.014619	0.767501
34	0.005265	0.008620	-0.000501	-0.018265	-0.014620	0.767501
35	0.008271	0.007622	-0.001501	-0.018271	-0.014622	0.767501
36	0.006277	0.007624	0.001499	-0.018277	-0.014624	0.767501
37	0.007283	0.005626	0.006499	-0.018283	-0.014626	0.767501
38	0.006289	0.002628	0.007500	-0.018289	-0.014628	0.767500
39	0.005295	0.005629	0.001500	-0.018295	-0.014629	0.767500
40	0.006300	0.008631	0.005500	-0.018300	-0.014631	0.767500
41	0.006306	0.005633	-0.008500	-0.018306	-0.014633	0.767500
42	0.005312	0.007635	0.010500	-0.018312	-0.014635	0.767500
43	0.006318	0.009636	0.002500	-0.018318	-0.014636	0.767500
44	0.005324	0.007638	0.000500	-0.018324	-0.014638	0.767500
45	0.005330	0.007640	0.008500	-0.018330	-0.014640	0.767500
46	0.005336	0.007642	-0.008500	-0.018336	-0.014642	0.767500
47	0.005341	0.005644	-0.007500	-0.018341	-0.014644	0.767500
48	0.003347	0.003645	-0.001500	-0.018347	-0.014645	0.767500
49	0.003353	0.004647	-0.014499	-0.018353	-0.014647	0.767499
50	0.005359	0.007649	0.000501	-0.018359	-0.014649	0.767499
51	0.005365	0.007651	0.011501	-0.018365	-0.014651	0.767499
52	0.003371	0.005653	-0.005499	-0.018371	-0.014653	0.767499
53	0.003377	0.003654	0.001501	-0.018377	-0.014654	0.767499
54	0.000383	0.003656	0.007501	-0.018383	-0.014656	0.767499
55	0.005388	0.005658	0.005501	-0.018388	-0.014658	0.767499
56	0.005394	0.007660	0.004501	-0.018394	-0.014660	0.767499
57	0.003400	0.007661	0.010501	-0.018400	-0.014661	0.767499
58	0.003406	0.004663	0.007501	-0.018406	-0.014663	0.767499
59	0.005412	0.007665	0.008502	-0.018412	-0.014665	0.767498
60	0.005418	0.006667	0.004502	-0.018418	-0.014667	0.767498
61	0.004424	0.004669	-0.001498	-0.018424	-0.014669	0.767498
62	0.002429	0.005670	0.001502	-0.018429	-0.014670	0.767498
63	0.006435	0.004672	0.001502	-0.018435	-0.014672	0.767498
64	0.004441	0.004674	0.001502	-0.018441	-0.014674	0.767498
65	0.003447	0.007676	0.002502	-0.018447	-0.014676	0.767498
66	0.004453	0.005677	-0.002498	-0.018453	-0.014677	0.767498
67	0.005459	-0.000321	0.004502	-0.018459	-0.014679	0.767498
68	0.005465	0.003681	0.000502	-0.018465	-0.014681	0.767498
69	0.004471	0.004683	-0.003498	-0.018471	-0.014683	0.767498
70	0.003476	0.002685	0.003503	-0.018476	-0.014685	0.767497
71	0.004482	0.001686	0.000503	-0.018482	-0.014686	0.767497
72	0.003488	0.003688	0.000503	-0.018488	-0.014688	0.767497
73	0.003494	0.005690	0.003503	-0.018494	-0.014690	0.767497
74	0.004500	0.008692	-0.001497	-0.018500	-0.014692	0.767497
75	0.005506	0.009694	-0.004497	-0.018506	-0.014694	0.767497
76	0.005512	0.005695	0.005503	-0.018512	-0.014695	0.767497
77	0.003518	0.004697	0.000503	-0.018518	-0.014697	0.767497
78	0.001523	-0.000301	0.003503	-0.018523	-0.014699	0.767497
79	0.003529	-0.001299	0.002503	-0.018529	-0.014701	0.767497
80	0.003535	0.000702	-0.005497	-0.018535	-0.014702	0.767497
81	0.000541	0.006704	-0.001496	-0.018541	-0.014704	0.767496
82	0.001547	0.006706	0.005504	-0.018547	-0.014706	0.767496
83	0.003553	0.007708	0.002504	-0.018553	-0.014708	0.767496
84	0.002559	0.007710	-0.004496	-0.018559	-0.014710	0.767496
85	-0.000436	0.001711	-0.004496	-0.018564	-0.014711	0.767496
86	0.001570	-0.000287	0.002504	-0.018570	-0.014713	0.767496
87	0.003576	-0.002285	0.003504	-0.018576	-0.014715	0.767496
88	0.002582	0.000717	0.005504	-0.018582	-0.014717	0.767496
89	-0.000412	0.005719	0.009504	-0.018588	-0.014719	0.767496
90	-0.001406	0.007720	0.001504	-0.018594	-0.014720	0.767496
91	0.001600	0.005722	-0.010496	-0.018600	-0.014722	0.767496
92	0.003606	0.004724	-0.007495	-0.018606	-0.014724	0.767495
93	-0.000389	0.001726	-0.004495	-0.018611	-0.014726	0.767495
94	-0.003383	0.000727	-0.009495	-0.018617	-0.014727	0.767495
95	-0.000377	0.001729	-0.005495	-0.018623	-0.014729	0.767495
96	-0.000371	0.006731	-0.007495	-0.018629	-0.014731	0.767495
97	-0.001365	0.009733	-0.003495	-0.018635	-0.014733	0.767495
98	-0.000359	0.011735	0.008505	-0.018641	-0.014735	0.767495
99	-0.001353	0.005736	-0.002495	-0.018647	-0.014736	0.767495
100	0.000653	0.006738	-0.002495	-0.018653	-0.014738	0.767495
101	0.001658	0.002740	0.008505	-0.018658	-0.014740	0.767495
