Vendor,"GRAPHTEC Corporation"
Model,"GL2000"
Version,"Ver1.10","Rev0001"
MaxChannel, 4CH
Logic/Pulse, Off
TempUnit, C
Sampling interval, 200ms
Total data points,         3025
Trigger, 0
Start time, 2021-12-29,16:06:01
End time, 2021-12-29,16:16:06
Trigger time, 2021-12-29,16:06:01
AMP settings
CH,Signal name,Amp,Input,Range,Filter,Span,,Unit,Color,,,Line Width
CH1, " CH 1", M, DC, 5V, Off, +2.500, -2.500, V, 28, 5, 6, 0
CH2, " CH 2", M, DC, 5V, Off, +2.500, -2.500, V, 0, 13, 23, 0
CH3, " CH 3", M, DC, 5V, Off, +2.500, -2.500, V, 9, 22, 8, 0
Data
Number,Date,Time,us, CH1, CH2, CH3, Alarm,AlarmOut
778,2021/12/29,16:08:36,400000,+0.156,+0.111,-1.077,LLLL,LLLL
779,2021/12/29,16:08:36,600000,+0.153,+0.108,-1.076,LLLL,LLLL
780,2021/12/29,16:08:36,800000,+0.155,+0.110,-1.062,LLLL,LLLL
781,2021/12/29,16:08:37,000000,+0.156,+0.111,-1.079,LLLL,LLLL
782,2021/12/29,16:08:37,200000,+0.153,+0.109,-1.070,LLLL,LLLL
783,2021/12/29,16:08:37,400000,+0.153,+0.109,-1.061,LLLL,LLLL
784,2021/12/29,16:08:37,600000,+0.154,+0.109,-1.080,LLLL,LLLL
785,2021/12/29,16:08:37,800000,+0.155,+0.108,-1.071,LLLL,LLLL
786,2021/12/29,16:08:38,000000,+0.154,+0.109,-1.064,LLLL,LLLL
787,2021/12/29,16:08:38,200000,+0.156,+0.111,-1.078,LLLL,LLLL
788,2021/12/29,16:08:38,400000,+0.156,+0.109,-1.071,LLLL,LLLL
789,2021/12/29,16:08:38,600000,+0.158,+0.111,-1.070,LLLL,LLLL
790,2021/12/29,16:08:38,800000,+0.155,+0.112,-1.078,LLLL,LLLL
791,2021/12/29,16:08:39,000000,+0.158,+0.110,-1.065,LLLL,LLLL
792,2021/12/29,16:08:39,200000,+0.161,+0.109,-1.065,LLLL,LLLL
793,2021/12/29,16:08:39,400000,+0.157,+0.111,-1.081,LLLL,LLLL
794,2021/12/29,16:08:39,600000,+0.156,+0.110,-1.062,LLLL,LLLL
795,2021/12/29,16:08:39,800000,+0.157,+0.108,-1.070,LLLL,LLLL
796,2021/12/29,16:08:40,000000,+0.158,+0.110,-1.082,LLLL,LLLL
797,2021/12/29,16:08:40,200000,+0.160,+0.109,-1.063,LLLL,LLLL
798,2021/12/29,16:08:40,400000,+0.155,+0.108,-1.068,LLLL,LLLL
799,2021/12/29,16:08:40,600000,+0.159,+0.108,-1.080,LLLL,LLLL
800,2021/12/29,16:08:40,800000,+0.158,+0.110,-1.069,LLLL,LLLL
801,2021/12/29,16:08:41,000000,+0.158,+0.110,-1.068,LLLL,LLLL
802,2021/12/29,16:08:41,200000,+0.159,+0.110,-1.086,LLLL,LLLL
803,2021/12/29,16:08:41,400000,+0.158,+0.111,-1.066,LLLL,LLLL
804,2021/12/29,16:08:41,600000,+0.160,+0.108,-1.061,LLLL,LLLL
805,2021/12/29,16:08:41,800000,+0.158,+0.110,-1.081,LLLL,LLLL
806,2021/12/29,16:08:42,000000,+0.158,+0.112,-1.058,LLLL,LLLL
807,2021/12/29,16:08:42,200000,+0.163,+0.110,-1.064,LLLL,LLLL
808,2021/12/29,16:08:42,400000,+0.157,+0.111,-1.090,LLLL,LLLL
809,2021/12/29,16:08:42,600000,+0.156,+0.108,-1.064,LLLL,LLLL
810,2021/12/29,16:08:42,800000,+0.159,+0.108,-1.064,LLLL,LLLL
811,2021/12/29,16:08:43,000000,+0.158,+0.111,-1.090,LLLL,LLLL
812,2021/12/29,16:08:43,200000,+0.157,+0.109,-1.065,LLLL,LLLL
813,2021/12/29,16:08:43,400000,+0.159,+0.110,-1.068,LLLL,LLLL
814,2021/12/29,16:08:43,600000,+0.160,+0.111,-1.083,LLLL,LLLL
815,2021/12/29,16:08:43,800000,+0.158,+0.109,-1.063,LLLL,LLLL
816,2021/12/29,16:08:44,000000,+0.159,+0.109,-1.068,LLLL,LLLL
817,2021/12/29,16:08:44,200000,+0.158,+0.108,-1.090,LLLL,LLLL
818,2021/12/29,16:08:44,400000,+0.160,+0.109,-1.066,LLLL,LLLL
819,2021/12/29,16:08:44,600000,+0.160,+0.107,-1.063,LLLL,LLLL
820,2021/12/29,16:08:44,800000,+0.159,+0.110,-1.094,LLLL,LLLL
821,2021/12/29,16:08:45,000000,+0.158,+0.108,-1.064,LLLL,LLLL
822,2021/12/29,16:08:45,200000,+0.159,+0.107,-1.067,LLLL,LLLL
823,2021/12/29,16:08:45,400000,+0.157,+0.109,-1.090,LLLL,LLLL
824,2021/12/29,16:08:45,600000,+0.158,+0.110,-1.065,LLLL,LLLL
825,2021/12/29,16:08:45,800000,+0.161,+0.106,-1.074,LLLL,LLLL
826,2021/12/29,16:08:46,000000,+0.159,+0.109,-1.087,LLLL,LLLL
827,2021/12/29,16:08:46,200000,+0.158,+0.110,-1.068,LLLL,LLLL
828,2021/12/29,16:08:46,400000,+0.159,+0.104,-1.068,LLLL,LLLL
829,2021/12/29,16:08:46,600000,+0.160,+0.106,-1.089,LLLL,LLLL
830,2021/12/29,16:08:46,800000,+0.158,+0.109,-1.069,LLLL,LLLL
831,2021/12/29,16:08:47,000000,+0.160,+0.107,-1.067,LLLL,LLLL
832,2021/12/29,16:08:47,200000,+0.159,+0.108,-1.089,LLLL,LLLL
833,2021/12/29,16:08:47,400000,+0.160,+0.107,-1.072,LLLL,LLLL
834,2021/12/29,16:08:47,600000,+0.161,+0.110,-1.066,LLLL,LLLL
835,2021/12/29,16:08:47,800000,+0.160,+0.105,-1.089,LLLL,LLLL
836,2021/12/29,16:08:48,000000,+0.158,+0.108,-1.069,LLLL,LLLL
837,2021/12/29,16:08:48,200000,+0.157,+0.109,-1.068,LLLL,LLLL
838,2021/12/29,16:08:48,400000,+0.157,+0.108,-1.090,LLLL,LLLL
839,2021/12/29,16:08:48,600000,+0.157,+0.106,-1.067,LLLL,LLLL
840,2021/12/29,16:08:48,800000,+0.159,+0.103,-1.069,LLLL,LLLL
841,2021/12/29,16:08:49,000000,+0.157,+0.106,-1.086,LLLL,LLLL
842,2021/12/29,16:08:49,200000,+0.157,+0.107,-1.068,LLLL,LLLL
843,2021/12/29,16:08:49,400000,+0.159,+0.105,-1.066,LLLL,LLLL
844,2021/12/29,16:08:49,600000,+0.156,+0.106,-1.089,LLLL,LLLL
845,2021/12/29,16:08:49,800000,+0.156,+0.109,-1.073,LLLL,LLLL
846,2021/12/29,16:08:50,000000,+0.159,+0.107,-1.062,LLLL,LLLL
847,2021/12/29,16:08:50,200000,+0.160,+0.106,-1.081,LLLL,LLLL
848,2021/12/29,16:08:50,400000,+0.156,+0.108,-1.078,LLLL,LLLL
849,2021/12/29,16:08:50,600000,+0.158,+0.109,-1.060,LLLL,LLLL
850,2021/12/29,16:08:50,800000,+0.156,+0.108,-1.088,LLLL,LLLL
851,2021/12/29,16:08:51,000000,+0.158,+0.109,-1.074,LLLL,LLLL
852,2021/12/29,16:08:51,200000,+0.160,+0.109,-1.054,LLLL,LLLL
853,2021/12/29,16:08:51,400000,+0.158,+0.109,-1.085,LLLL,LLLL
854,2021/12/29,16:08:51,600000,+0.158,+0.112,-1.081,LLLL,LLLL
855,2021/12/29,16:08:51,800000,+0.159,+0.107,-1.058,LLLL,LLLL
856,2021/12/29,16:08:52,000000,+0.158,+0.109,-1.082,LLLL,LLLL
857,2021/12/29,16:08:52,200000,+0.158,+0.107,-1.079,LLLL,LLLL
858,2021/12/29,16:08:52,400000,+0.158,+0.109,-1.064,LLLL,LLLL
859,2021/12/29,16:08:52,600000,+0.159,+0.107,-1.081,LLLL,LLLL
860,2021/12/29,16:08:52,800000,+0.157,+0.108,-1.086,LLLL,LLLL
861,2021/12/29,16:08:53,000000,+0.158,+0.111,-1.064,LLLL,LLLL
862,2021/12/29,16:08:53,200000,+0.159,+0.110,-1.081,LLLL,LLLL
863,2021/12/29,16:08:53,400000,+0.158,+0.109,-1.088,LLLL,LLLL
864,2021/12/29,16:08:53,600000,+0.157,+0.110,-1.060,LLLL,LLLL
865,2021/12/29,16:08:53,800000,+0.158,+0.109,-1.082,LLLL,LLLL
866,2021/12/29,16:08:54,000000,+0.159,+0.110,-1.088,LLLL,LLLL
867,2021/12/29,16:08:54,200000,+0.158,+0.111,-1.059,LLLL,LLLL
868,2021/12/29,16:08:54,400000,+0.159,+0.110,-1.075,LLLL,LLLL
869,2021/12/29,16:08:54,600000,+0.159,+0.110,-1.087,LLLL,LLLL
870,2021/12/29,16:08:54,800000,+0.159,+0.110,-1.067,LLLL,LLLL
871,2021/12/29,16:08:55,000000,+0.159,+0.110,-1.073,LLLL,LLLL
872,2021/12/29,16:08:55,200000,+0.157,+0.112,-1.082,LLLL,LLLL
873,2021/12/29,16:08:55,400000,+0.157,+0.111,-1.069,LLLL,LLLL
874,2021/12/29,16:08:55,600000,+0.159,+0.110,-1.068,LLLL,LLLL
875,2021/12/29,16:08:55,800000,+0.156,+0.110,-1.089,LLLL,LLLL
876,2021/12/29,16:08:56,000000,+0.155,+0.112,-1.074,LLLL,LLLL
877,2021/12/29,16:08:56,200000,+0.160,+0.114,-1.066,LLLL,LLLL
878,2021/12/29,16:08:56,400000,+0.157,+0.112,-1.081,LLLL,LLLL
879,2021/12/29,16:08:56,600000,+0.155,+0.110,-1.077,LLLL,LLLL
880,2021/12/29,16:08:56,800000,+0.159,+0.108,-1.065,LLLL,LLLL
881,2021/12/29,16:08:57,000000,+0.159,+0.110,-1.082,LLLL,LLLL
882,2021/12/29,16:08:57,200000,+0.156,+0.114,-1.081,LLLL,LLLL
883,2021/12/29,16:08:57,400000,+0.158,+0.112,-1.066,LLLL,LLLL
884,2021/12/29,16:08:57,600000,+0.157,+0.109,-1.081,LLLL,LLLL
885,2021/12/29,16:08:57,800000,+0.157,+0.113,-1.079,LLLL,LLLL
886,2021/12/29,16:08:58,000000,+0.156,+0.110,-1.065,LLLL,LLLL
887,2021/12/29,16:08:58,200000,+0.158,+0.110,-1.078,LLLL,LLLL
888,2021/12/29,16:08:58,400000,+0.157,+0.111,-1.082,LLLL,LLLL
889,2021/12/29,16:08:58,600000,+0.158,+0.112,-1.065,LLLL,LLLL
890,2021/12/29,16:08:58,800000,+0.154,+0.112,-1.070,LLLL,LLLL
891,2021/12/29,16:08:59,000000,+0.155,+0.110,-1.086,LLLL,LLLL
892,2021/12/29,16:08:59,200000,+0.156,+0.110,-1.074,LLLL,LLLL
893,2021/12/29,16:08:59,400000,+0.156,+0.108,-1.070,LLLL,LLLL
894,2021/12/29,16:08:59,600000,+0.158,+0.111,-1.082,LLLL,LLLL
895,2021/12/29,16:08:59,800000,+0.156,+0.110,-1.078,LLLL,LLLL
896,2021/12/29,16:09:00,000000,+0.158,+0.107,-1.074,LLLL,LLLL
897,2021/12/29,16:09:00,200000,+0.160,+0.109,-1.080,LLLL,LLLL
898,2021/12/29,16:09:00,400000,+0.157,+0.111,-1.079,LLLL,LLLL
899,2021/12/29,16:09:00,600000,+0.157,+0.112,-1.074,LLLL,LLLL
900,2021/12/29,16:09:00,800000,+0.158,+0.107,-1.077,LLLL,LLLL
901,2021/12/29,16:09:01,000000,+0.155,+0.109,-1.083,LLLL,LLLL
902,2021/12/29,16:09:01,200000,+0.156,+0.112,-1.076,LLLL,LLLL
903,2021/12/29,16:09:01,400000,+0.155,+0.106,-1.073,LLLL,LLLL
904,2021/12/29,16:09:01,600000,+0.153,+0.106,-1.084,LLLL,LLLL
905,2021/12/29,16:09:01,800000,+0.154,+0.110,-1.082,LLLL,LLLL
906,2021/12/29,16:09:02,000000,+0.156,+0.110,-1.065,LLLL,LLLL
907,2021/12/29,16:09:02,200000,+0.155,+0.107,-1.080,LLLL,LLLL
908,2021/12/29,16:09:02,400000,+0.155,+0.108,-1.086,LLLL,LLLL
909,2021/12/29,16:09:02,600000,+0.156,+0.110,-1.065,LLLL,LLLL
910,2021/12/29,16:09:02,800000,+0.158,+0.106,-1.074,LLLL,LLLL
911,2021/12/29,16:09:03,000000,+0.157,+0.108,-1.089,LLLL,LLLL
912,2021/12/29,16:09:03,200000,+0.155,+0.112,-1.064,LLLL,LLLL
913,2021/12/29,16:09:03,400000,+0.157,+0.110,-1.067,LLLL,LLLL
914,2021/12/29,16:09:03,600000,+0.158,+0.110,-1.090,LLLL,LLLL
915,2021/12/29,16:09:03,800000,+0.154,+0.111,-1.074,LLLL,LLLL
916,2021/12/29,16:09:04,000000,+0.158,+0.110,-1.068,LLLL,LLLL
917,2021/12/29,16:09:04,200000,+0.159,+0.109,-1.092,LLLL,LLLL
918,2021/12/29,16:09:04,400000,+0.157,+0.113,-1.076,LLLL,LLLL
919,2021/12/29,16:09:04,600000,+0.157,+0.112,-1.062,LLLL,LLLL
920,2021/12/29,16:09:04,800000,+0.158,+0.108,-1.088,LLLL,LLLL
921,2021/12/29,16:09:05,000000,+0.157,+0.109,-1.081,LLLL,LLLL
922,2021/12/29,16:09:05,200000,+0.157,+0.111,-1.068,LLLL,LLLL
923,2021/12/29,16:09:05,400000,+0.157,+0.110,-1.081,LLLL,LLLL
924,2021/12/29,16:09:05,600000,+0.157,+0.110,-1.081,LLLL,LLLL
925,2021/12/29,16:09:05,800000,+0.158,+0.111,-1.068,LLLL,LLLL
926,2021/12/29,16:09:06,000000,+0.157,+0.107,-1.085,LLLL,LLLL
927,2021/12/29,16:09:06,200000,+0.156,+0.110,-1.083,LLLL,LLLL
928,2021/12/29,16:09:06,400000,+0.158,+0.111,-1.073,LLLL,LLLL
929,2021/12/29,16:09:06,600000,+0.158,+0.109,-1.082,LLLL,LLLL
930,2021/12/29,16:09:06,800000,+0.158,+0.109,-1.081,LLLL,LLLL
931,2021/12/29,16:09:07,000000,+0.158,+0.108,-1.074,LLLL,LLLL
932,2021/12/29,16:09:07,200000,+0.159,+0.110,-1.083,LLLL,LLLL
933,2021/12/29,16:09:07,400000,+0.156,+0.112,-1.078,LLLL,LLLL
934,2021/12/29,16:09:07,600000,+0.159,+0.108,-1.069,LLLL,LLLL
935,2021/12/29,16:09:07,800000,+0.159,+0.109,-1.083,LLLL,LLLL
936,2021/12/29,16:09:08,000000,+0.158,+0.110,-1.081,LLLL,LLLL
937,2021/12/29,16:09:08,200000,+0.158,+0.110,-1.074,LLLL,LLLL
938,2021/12/29,16:09:08,400000,+0.159,+0.111,-1.084,LLLL,LLLL
939,2021/12/29,16:09:08,600000,+0.155,+0.112,-1.081,LLLL,LLLL
940,2021/12/29,16:09:08,800000,+0.154,+0.111,-1.068,LLLL,LLLL
941,2021/12/29,16:09:09,000000,+0.158,+0.110,-1.086,LLLL,LLLL
942,2021/12/29,16:09:09,200000,+0.157,+0.111,-1.077,LLLL,LLLL
943,2021/12/29,16:09:09,400000,+0.156,+0.110,-1.074,LLLL,LLLL
944,2021/12/29,16:09:09,600000,+0.158,+0.111,-1.083,LLLL,LLLL
945,2021/12/29,16:09:09,800000,+0.155,+0.110,-1.077,LLLL,LLLL
946,2021/12/29,16:09:10,000000,+0.158,+0.109,-1.080,LLLL,LLLL
947,2021/12/29,16:09:10,200000,+0.161,+0.113,-1.084,LLLL,LLLL
948,2021/12/29,16:09:10,400000,+0.157,+0.113,-1.073,LLLL,LLLL
949,2021/12/29,16:09:10,600000,+0.157,+0.109,-1.073,LLLL,LLLL
950,2021/12/29,16:09:10,800000,+0.157,+0.109,-1.087,LLLL,LLLL
951,2021/12/29,16:09:11,000000,+0.158,+0.110,-1.074,LLLL,LLLL
952,2021/12/29,16:09:11,200000,+0.158,+0.110,-1.076,LLLL,LLLL
953,2021/12/29,16:09:11,400000,+0.156,+0.112,-1.085,LLLL,LLLL
954,2021/12/29,16:09:11,600000,+0.158,+0.111,-1.076,LLLL,LLLL
955,2021/12/29,16:09:11,800000,+0.160,+0.110,-1.081,LLLL,LLLL
956,2021/12/29,16:09:12,000000,+0.157,+0.111,-1.087,LLLL,LLLL
957,2021/12/29,16:09:12,200000,+0.158,+0.111,-1.076,LLLL,LLLL
958,2021/12/29,16:09:12,400000,+0.159,+0.110,-1.078,LLLL,LLLL
959,2021/12/29,16:09:12,600000,+0.157,+0.111,-1.087,LLLL,LLLL
960,2021/12/29,16:09:12,800000,+0.157,+0.110,-1.073,LLLL,LLLL
961,2021/12/29,16:09:13,000000,+0.157,+0.112,-1.074,LLLL,LLLL
962,2021/12/29,16:09:13,200000,+0.158,+0.111,-1.088,LLLL,LLLL
963,2021/12/29,16:09:13,400000,+0.157,+0.111,-1.079,LLLL,LLLL
964,2021/12/29,16:09:13,600000,+0.157,+0.111,-1.078,LLLL,LLLL
965,2021/12/29,16:09:13,800000,+0.158,+0.111,-1.087,LLLL,LLLL
966,2021/12/29,16:09:14,000000,+0.155,+0.112,-1.082,LLLL,LLLL
967,2021/12/29,16:09:14,200000,+0.157,+0.111,-1.078,LLLL,LLLL
968,2021/12/29,16:09:14,400000,+0.160,+0.113,-1.086,LLLL,LLLL
969,2021/12/29,16:09:14,600000,+0.155,+0.112,-1.084,LLLL,LLLL
970,2021/12/29,16:09:14,800000,+0.155,+0.111,-1.076,LLLL,LLLL
971,2021/12/29,16:09:15,000000,+0.159,+0.113,-1.087,LLLL,LLLL
972,2021/12/29,16:09:15,200000,+0.158,+0.112,-1.079,LLLL,LLLL
973,2021/12/29,16:09:15,400000,+0.157,+0.110,-1.079,LLLL,LLLL
974,2021/12/29,16:09:15,600000,+0.157,+0.111,-1.080,LLLL,LLLL
975,2021/12/29,16:09:15,800000,+0.158,+0.110,-1.077,LLLL,LLLL
976,2021/12/29,16:09:16,000000,+0.159,+0.111,-1.081,LLLL,LLLL
977,2021/12/29,16:09:16,200000,+0.159,+0.111,-1.076,LLLL,LLLL
978,2021/12/29,16:09:16,400000,+0.160,+0.113,-1.077,LLLL,LLLL
979,2021/12/29,16:09:16,600000,+0.156,+0.110,-1.087,LLLL,LLLL
980,2021/12/29,16:09:16,800000,+0.158,+0.110,-1.078,LLLL,LLLL
981,2021/12/29,16:09:17,000000,+0.160,+0.112,-1.080,LLLL,LLLL
982,2021/12/29,16:09:17,200000,+0.159,+0.112,-1.082,LLLL,LLLL
983,2021/12/29,16:09:17,400000,+0.159,+0.111,-1.075,LLLL,LLLL
984,2021/12/29,16:09:17,600000,+0.157,+0.111,-1.084,LLLL,LLLL
985,2021/12/29,16:09:17,800000,+0.159,+0.108,-1.075,LLLL,LLLL
986,2021/12/29,16:09:18,000000,+0.160,+0.110,-1.081,LLLL,LLLL
987,2021/12/29,16:09:18,200000,+0.159,+0.110,-1.086,LLLL,LLLL
988,2021/12/29,16:09:18,400000,+0.158,+0.109,-1.076,LLLL,LLLL
989,2021/12/29,16:09:18,600000,+0.161,+0.108,-1.078,LLLL,LLLL
990,2021/12/29,16:09:18,800000,+0.159,+0.110,-1.083,LLLL,LLLL
991,2021/12/29,16:09:19,000000,+0.157,+0.110,-1.081,LLLL,LLLL
992,2021/12/29,16:09:19,200000,+0.158,+0.111,-1.078,LLLL,LLLL
993,2021/12/29,16:09:19,400000,+0.161,+0.109,-1.081,LLLL,LLLL
994,2021/12/29,16:09:19,600000,+0.159,+0.110,-1.080,LLLL,LLLL
995,2021/12/29,16:09:19,800000,+0.160,+0.107,-1.084,LLLL,LLLL
996,2021/12/29,16:09:20,000000,+0.157,+0.108,-1.084,LLLL,LLLL
997,2021/12/29,16:09:20,200000,+0.159,+0.109,-1.077,LLLL,LLLL
998,2021/12/29,16:09:20,400000,+0.158,+0.107,-1.087,LLLL,LLLL
999,2021/12/29,16:09:20,600000,+0.159,+0.108,-1.085,LLLL,LLLL
1000,2021/12/29,16:09:20,800000,+0.157,+0.108,-1.074,LLLL,LLLL
1001,2021/12/29,16:09:21,000000,+0.156,+0.108,-1.084,LLLL,LLLL
1002,2021/12/29,16:09:21,200000,+0.157,+0.110,-1.080,LLLL,LLLL
1003,2021/12/29,16:09:21,400000,+0.158,+0.108,-1.080,LLLL,LLLL
1004,2021/12/29,16:09:21,600000,+0.157,+0.111,-1.089,LLLL,LLLL
1005,2021/12/29,16:09:21,800000,+0.157,+0.109,-1.078,LLLL,LLLL
1006,2021/12/29,16:09:22,000000,+0.158,+0.107,-1.077,LLLL,LLLL
1007,2021/12/29,16:09:22,200000,+0.156,+0.110,-1.085,LLLL,LLLL
1008,2021/12/29,16:09:22,400000,+0.156,+0.110,-1.076,LLLL,LLLL
1009,2021/12/29,16:09:22,600000,+0.158,+0.107,-1.079,LLLL,LLLL
1010,2021/12/29,16:09:22,800000,+0.157,+0.111,-1.086,LLLL,LLLL
1011,2021/12/29,16:09:23,000000,+0.157,+0.109,-1.076,LLLL,LLLL
1012,2021/12/29,16:09:23,200000,+0.157,+0.109,-1.080,LLLL,LLLL
1013,2021/12/29,16:09:23,400000,+0.157,+0.113,-1.085,LLLL,LLLL
1014,2021/12/29,16:09:23,600000,+0.158,+0.112,-1.075,LLLL,LLLL
1015,2021/12/29,16:09:23,800000,+0.158,+0.108,-1.082,LLLL,LLLL
1016,2021/12/29,16:09:24,000000,+0.156,+0.111,-1.083,LLLL,LLLL
1017,2021/12/29,16:09:24,200000,+0.158,+0.112,-1.074,LLLL,LLLL
1018,2021/12/29,16:09:24,400000,+0.159,+0.113,-1.080,LLLL,LLLL
1019,2021/12/29,16:09:24,600000,+0.158,+0.113,-1.084,LLLL,LLLL
1020,2021/12/29,16:09:24,800000,+0.161,+0.111,-1.072,LLLL,LLLL
1021,2021/12/29,16:09:25,000000,+0.157,+0.111,-1.079,LLLL,LLLL
1022,2021/12/29,16:09:25,200000,+0.159,+0.114,-1.082,LLLL,LLLL
1023,2021/12/29,16:09:25,400000,+0.158,+0.114,-1.073,LLLL,LLLL
1024,2021/12/29,16:09:25,600000,+0.159,+0.112,-1.080,LLLL,LLLL
1025,2021/12/29,16:09:25,800000,+0.159,+0.113,-1.082,LLLL,LLLL
1026,2021/12/29,16:09:26,000000,+0.159,+0.113,-1.070,LLLL,LLLL
1027,2021/12/29,16:09:26,200000,+0.160,+0.113,-1.080,LLLL,LLLL
1028,2021/12/29,16:09:26,400000,+0.160,+0.114,-1.081,LLLL,LLLL
1029,2021/12/29,16:09:26,600000,+0.157,+0.114,-1.076,LLLL,LLLL
1030,2021/12/29,16:09:26,800000,+0.363,+0.272,-1.467,LLLL,LLLL
1031,2021/12/29,16:09:27,000000,+0.368,+0.279,-1.508,LLLL,LLLL
1032,2021/12/29,16:09:27,200000,+0.364,+0.278,-1.488,LLLL,LLLL
1033,2021/12/29,16:09:27,400000,+0.366,+0.275,-1.492,LLLL,LLLL
1034,2021/12/29,16:09:27,600000,+0.367,+0.274,-1.498,LLLL,LLLL
1035,2021/12/29,16:09:27,800000,+0.364,+0.274,-1.487,LLLL,LLLL
1036,2021/12/29,16:09:28,000000,+0.367,+0.271,-1.484,LLLL,LLLL
1037,2021/12/29,16:09:28,200000,+0.365,+0.274,-1.486,LLLL,LLLL
1038,2021/12/29,16:09:28,400000,+0.366,+0.274,-1.485,LLLL,LLLL
1039,2021/12/29,16:09:28,600000,+0.362,+0.275,-1.485,LLLL,LLLL
1040,2021/12/29,16:09:28,800000,+0.365,+0.272,-1.485,LLLL,LLLL
1041,2021/12/29,16:09:29,000000,+0.364,+0.274,-1.484,LLLL,LLLL
1042,2021/12/29,16:09:29,200000,+0.362,+0.272,-1.484,LLLL,LLLL
1043,2021/12/29,16:09:29,400000,+0.362,+0.271,-1.490,LLLL,LLLL
1044,2021/12/29,16:09:29,600000,+0.363,+0.272,-1.484,LLLL,LLLL
1045,2021/12/29,16:09:29,800000,+0.364,+0.272,-1.480,LLLL,LLLL
1046,2021/12/29,16:09:30,000000,+0.363,+0.275,-1.488,LLLL,LLLL
1047,2021/12/29,16:09:30,200000,+0.362,+0.274,-1.490,LLLL,LLLL
1048,2021/12/29,16:09:30,400000,+0.362,+0.273,-1.477,LLLL,LLLL
1049,2021/12/29,16:09:30,600000,+0.361,+0.272,-1.480,LLLL,LLLL
1050,2021/12/29,16:09:30,800000,+0.361,+0.273,-1.488,LLLL,LLLL
1051,2021/12/29,16:09:31,000000,+0.363,+0.272,-1.481,LLLL,LLLL
1052,2021/12/29,16:09:31,200000,+0.361,+0.272,-1.482,LLLL,LLLL
1053,2021/12/29,16:09:31,400000,+0.360,+0.273,-1.479,LLLL,LLLL
1054,2021/12/29,16:09:31,600000,+0.360,+0.273,-1.474,LLLL,LLLL
1055,2021/12/29,16:09:31,800000,+0.359,+0.272,-1.486,LLLL,LLLL
1056,2021/12/29,16:09:32,000000,+0.359,+0.276,-1.485,LLLL,LLLL
1057,2021/12/29,16:09:32,200000,+0.363,+0.276,-1.475,LLLL,LLLL
1058,2021/12/29,16:09:32,400000,+0.361,+0.276,-1.482,LLLL,LLLL
1059,2021/12/29,16:09:32,600000,+0.358,+0.275,-1.489,LLLL,LLLL
1060,2021/12/29,16:09:32,800000,+0.359,+0.274,-1.477,LLLL,LLLL
1061,2021/12/29,16:09:33,000000,+0.359,+0.272,-1.476,LLLL,LLLL
1062,2021/12/29,16:09:33,200000,+0.362,+0.275,-1.483,LLLL,LLLL
1063,2021/12/29,16:09:33,400000,+0.358,+0.274,-1.477,LLLL,LLLL
1064,2021/12/29,16:09:33,600000,+0.361,+0.273,-1.481,LLLL,LLLL
1065,2021/12/29,16:09:33,800000,+0.362,+0.275,-1.483,LLLL,LLLL
1066,2021/12/29,16:09:34,000000,+0.360,+0.275,-1.472,LLLL,LLLL
1067,2021/12/29,16:09:34,200000,+0.359,+0.276,-1.487,LLLL,LLLL
1068,2021/12/29,16:09:34,400000,+0.359,+0.276,-1.490,LLLL,LLLL
1069,2021/12/29,16:09:34,600000,+0.360,+0.271,-1.468,LLLL,LLLL
1070,2021/12/29,16:09:34,800000,+0.362,+0.272,-1.476,LLLL,LLLL
1071,2021/12/29,16:09:35,000000,+0.361,+0.273,-1.492,LLLL,LLLL
1072,2021/12/29,16:09:35,200000,+0.358,+0.272,-1.472,LLLL,LLLL
1073,2021/12/29,16:09:35,400000,+0.358,+0.272,-1.477,LLLL,LLLL
1074,2021/12/29,16:09:35,600000,+0.357,+0.272,-1.484,LLLL,LLLL
1075,2021/12/29,16:09:35,800000,+0.359,+0.271,-1.472,LLLL,LLLL
1076,2021/12/29,16:09:36,000000,+0.357,+0.272,-1.480,LLLL,LLLL
1077,2021/12/29,16:09:36,200000,+0.358,+0.274,-1.480,LLLL,LLLL
1078,2021/12/29,16:09:36,400000,+0.361,+0.273,-1.467,LLLL,LLLL
1079,2021/12/29,16:09:36,600000,+0.358,+0.272,-1.482,LLLL,LLLL
1080,2021/12/29,16:09:36,800000,+0.357,+0.274,-1.484,LLLL,LLLL
1081,2021/12/29,16:09:37,000000,+0.358,+0.272,-1.468,LLLL,LLLL
1082,2021/12/29,16:09:37,200000,+0.360,+0.272,-1.476,LLLL,LLLL
1083,2021/12/29,16:09:37,400000,+0.357,+0.269,-1.487,LLLL,LLLL
1084,2021/12/29,16:09:37,600000,+0.356,+0.271,-1.478,LLLL,LLLL
1085,2021/12/29,16:09:37,800000,+0.359,+0.271,-1.474,LLLL,LLLL
1086,2021/12/29,16:09:38,000000,+0.358,+0.272,-1.477,LLLL,LLLL
1087,2021/12/29,16:09:38,200000,+0.355,+0.272,-1.470,LLLL,LLLL
1088,2021/12/29,16:09:38,400000,+0.357,+0.271,-1.482,LLLL,LLLL
1089,2021/12/29,16:09:38,600000,+0.357,+0.272,-1.482,LLLL,LLLL
1090,2021/12/29,16:09:38,800000,+0.356,+0.274,-1.464,LLLL,LLLL
1091,2021/12/29,16:09:39,000000,+0.358,+0.273,-1.476,LLLL,LLLL
