0.0,-0.636382,-0.056295,0.638867
15.0,-0.588727,-0.246861,0.638388
30.0,-0.488309,-0.407349,0.635908
45.0,-0.351261,-0.525555,0.632133
60.0,-0.194858,-0.597349,0.628328
75.0,-0.033974,-0.624823,0.625746
90.0,0.120437,-0.613426,0.625137
105.0,0.261128,-0.569522,0.626533
120.0,0.383455,-0.499025,0.629336
135.0,0.484263,-0.407041,0.632608
150.0,0.561156,-0.298054,0.635400
165.0,0.612155,-0.176251,0.637023
180.0,0.635553,-0.045787,0.637200
195.0,0.629838,0.088989,0.636094
210.0,0.593594,0.223269,0.634195
225.0,0.525505,0.351335,0.632133
240.0,0.424704,0.465929,0.630447
255.0,0.291770,0.557730,0.629439
270.0,0.130416,0.615498,0.629163
285.0,-0.050595,0.627547,0.629584
300.0,-0.236410,0.584735,0.630718
315.0,-0.407110,0.484205,0.632608
330.0,-0.541228,0.332256,0.635076
345.0,-0.620860,0.144647,0.637487
