0,0.031439,0.177310,-0.000000
1,57.535446,0.676379,7.554995
2,0.030819,0.019607,0.174454
3,0.020778,-0.139668,0.035642
4,0.003122,-0.051954,0.020572
5,0.008162,0.069156,-0.058132
6,0.002130,0.018216,0.042410
7,0.005302,0.067884,-0.026342
8,0.000957,0.003921,0.030686
9,0.002032,0.033966,-0.029628
10,0.006467,-0.071312,0.037174
11,0.000977,0.030990,0.004058
12,0.008705,-0.093298,-0.000000
13,0.000977,0.030990,-0.004058
14,0.006467,-0.071312,-0.037174
15,0.002032,0.033966,0.029628
16,0.000957,0.003920,-0.030686
17,0.005302,0.067884,0.026342
18,0.002130,0.018216,-0.042410
19,0.008162,0.069156,0.058132
20,0.003122,-0.051953,-0.020572
21,0.020778,-0.139668,-0.035642
22,0.030819,0.019607,-0.174454
23,57.535446,0.676379,-7.554995
